"ReportingCountry","country_name","Year","Pathogen","Class","PCU_ANIMALS","NS","Tested","PR_h","pathogen_name","class_name"
"MS10","Member State 10",2018,"SLMSPP","CEPH",0.754285849803546,0,269,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2018,"CAMJEJ","MAC",3.77547227557777,4,254,0.015748031496063,"C. jejuni","macrolides"
"MS10","Member State 10",2018,"CAMCOL","MAC",3.04775878111588,22,57,0.385964912280702,"C. coli","macrolides"
"MS10","Member State 10",2018,"ESCCOL","QALL",1.32595066508126,178,829,0.214716525934861,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2018,"CAMJEJ","QALL",1.24001188791853,217,254,0.854330708661417,"C. jejuni","fluoroquinolones and other quinolones"
"MS10","Member State 10",2018,"CAMCOL","QALL",1.08520591983681,54,57,0.947368421052632,"C. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2018,"SLMSPP","QALL",1.12559394675646,32,269,0.118959107806691,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS10","Member State 10",2019,"CAMJEJ","TET",11.2240258172155,134,270,0.496296296296296,"C. jejuni","tetracyclines"
"MS10","Member State 10",2019,"CAMCOL","TET",15.838461435765,33,45,0.733333333333333,"C. coli","tetracyclines"
"MS10","Member State 10",2019,"SLMSPP","TET",18.4090131215697,37,153,0.241830065359477,"Salmonella spp.","tetracyclines"
"MS10","Member State 10",2019,"ESCCOL","AMP",9.67267901065355,208,499,0.416833667334669,"E. coli","aminopenicillins"
"MS10","Member State 10",2019,"SLMSPP","AMP",9.26811174613078,39,153,0.254901960784314,"Salmonella spp.","aminopenicillins"
"MS10","Member State 10",2019,"ESCCOL","CEPH",0.926506253807841,130,910,0.142857142857143,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2019,"SLMSPP","CEPH",0.623886724446607,0,153,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2019,"CAMJEJ","MAC",2.06404487046291,3,270,0.0111111111111111,"C. jejuni","macrolides"
"MS10","Member State 10",2019,"CAMCOL","MAC",1.66993438527994,6,45,0.133333333333333,"C. coli","macrolides"
"MS10","Member State 10",2019,"ESCCOL","QALL",0.913662998335222,183,897,0.204013377926421,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2019,"CAMJEJ","QALL",1.30088394721651,250,270,0.925925925925926,"C. jejuni","fluoroquinolones and other quinolones"
"MS10","Member State 10",2019,"CAMCOL","QALL",1.83617843506911,44,45,0.977777777777778,"C. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2019,"SLMSPP","QALL",0.781773070947645,40,153,0.261437908496732,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS10","Member State 10",2020,"CAMJEJ","TET",13.9038036875443,125,249,0.502008032128514,"C. jejuni","tetracyclines"
"MS10","Member State 10",2020,"CAMCOL","TET",14.0782090989263,21,28,0.75,"C. coli","tetracyclines"
"MS10","Member State 10",2020,"SLMSPP","TET",12.3875640684456,14,95,0.147368421052632,"Salmonella spp.","tetracyclines"
"MS10","Member State 10",2020,"ESCCOL","AMP",8.69314684357463,203,422,0.481042654028436,"E. coli","aminopenicillins"
"MS10","Member State 10",2020,"SLMSPP","AMP",10.2008929781856,27,95,0.284210526315789,"Salmonella spp.","aminopenicillins"
"MS10","Member State 10",2020,"ESCCOL","CEPH",0.755436378498791,84,979,0.0858018386108274,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2020,"SLMSPP","CEPH",0.748982389789288,0,95,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2020,"CAMJEJ","MAC",2.16770683784725,1,249,0.00401606425702811,"C. jejuni","macrolides"
"MS10","Member State 10",2020,"CAMCOL","MAC",1.95802506958097,2,28,0.0714285714285714,"C. coli","macrolides"
"MS10","Member State 10",2020,"ESCCOL","QALL",0.721978330822256,157,959,0.163712200208551,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2020,"CAMJEJ","QALL",1.36290396702237,184,249,0.738955823293173,"C. jejuni","fluoroquinolones and other quinolones"
"MS10","Member State 10",2020,"CAMCOL","QALL",1.67917944303363,24,28,0.857142857142857,"C. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2020,"SLMSPP","QALL",1.07931961970474,12,95,0.126315789473684,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"CAMJEJ","TET",11.4837699602183,94,184,0.510869565217391,"C. jejuni","tetracyclines"
"MS10","Member State 10",2021,"CAMCOL","TET",15.8896924406319,21,27,0.777777777777778,"C. coli","tetracyclines"
"MS10","Member State 10",2021,"SLMSPP","TET",12.5156338640866,44,130,0.338461538461538,"Salmonella spp.","tetracyclines"
"MS10","Member State 10",2021,"ESCCOL","AMP",5.81272515439637,151,338,0.446745562130178,"E. coli","aminopenicillins"
"MS10","Member State 10",2021,"SLMSPP","AMP",4.55084086679141,47,130,0.361538461538462,"Salmonella spp.","aminopenicillins"
"MS10","Member State 10",2021,"ESCCOL","CEPH",0.444393994930933,95,929,0.102260495156082,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2021,"SLMSPP","CEPH",0.380949967458013,0,130,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2021,"CAMJEJ","MAC",0.691394780262339,0,184,0,"C. jejuni","macrolides"
"MS10","Member State 10",2021,"CAMCOL","MAC",1.24615664407988,8,27,0.296296296296296,"C. coli","macrolides"
"MS10","Member State 10",2021,"ESCCOL","QALL",0.871295569786201,147,922,0.15943600867679,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"CAMJEJ","QALL",0.758257717664036,159,184,0.864130434782609,"C. jejuni","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"CAMCOL","QALL",0.967886709704325,27,27,1,"C. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"SLMSPP","QALL",0.559425648120238,33,130,0.253846153846154,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2014,"SLMSPP","TET",5.61591274986411,57,308,0.185064935064935,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2014,"ESCCOL","AMP",0.839202668133854,840,2365,0.355179704016913,"E. coli","aminopenicillins"
"MS17","Member State 17",2014,"SLMSPP","AMP",1.46967393089643,70,308,0.227272727272727,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2014,"ESCCOL","CEPH",0.0164870629299853,233,4009,0.0581192317286106,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2014,"SLMSPP","CEPH",0.0210335380553783,7,308,0.0227272727272727,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2014,"ESCCOL","QALL",0.240652762026235,487,3987,0.122146977677452,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2014,"SLMSPP","QALL",0.147654319916347,31,308,0.100649350649351,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2015,"CAMJEJ","TET",4.30000977243817,483,1102,0.438294010889292,"C. jejuni","tetracyclines"
"MS17","Member State 17",2015,"CAMCOL","TET",4.60700400478669,99,142,0.697183098591549,"C. coli","tetracyclines"
"MS17","Member State 17",2015,"SLMSPP","TET",5.14059640330135,51,313,0.162939297124601,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2015,"ESCCOL","AMP",1.26491159551714,900,2472,0.364077669902913,"E. coli","aminopenicillins"
"MS17","Member State 17",2015,"SLMSPP","AMP",1.0410594528,44,313,0.140575079872204,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2015,"ESCCOL","CEPH",0.0143335201941871,309,4342,0.0711653615845233,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2015,"SLMSPP","CEPH",0.0115195720185615,4,313,0.012779552715655,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2015,"CAMJEJ","MAC",1.23929912648506,75,2684,0.0279433681073025,"C. jejuni","macrolides"
"MS17","Member State 17",2015,"CAMCOL","MAC",1.2542059044199,66,260,0.253846153846154,"C. coli","macrolides"
"MS17","Member State 17",2015,"ESCCOL","QALL",0.1141426576377,512,4404,0.116257947320618,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2015,"CAMJEJ","QALL",0.138438951758856,1715,2810,0.610320284697509,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2015,"CAMCOL","QALL",0.211899990858545,229,277,0.826714801444043,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2015,"SLMSPP","QALL",0.224311035924018,35,313,0.111821086261981,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2016,"CAMJEJ","TET",3.45561521695127,458,1097,0.417502278942571,"C. jejuni","tetracyclines"
"MS17","Member State 17",2016,"CAMCOL","TET",2.63611287599457,99,143,0.692307692307692,"C. coli","tetracyclines"
"MS17","Member State 17",2016,"SLMSPP","TET",4.06411065075228,55,240,0.229166666666667,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2016,"ESCCOL","AMP",1.1343766859971,1002,2690,0.372490706319703,"E. coli","aminopenicillins"
"MS17","Member State 17",2016,"SLMSPP","AMP",1.00783047657222,56,240,0.233333333333333,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2016,"ESCCOL","CEPH",0.00635207813374993,359,4742,0.0757064529734289,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2016,"SLMSPP","CEPH",0.0050520741858481,7,240,0.0291666666666667,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2016,"CAMJEJ","MAC",1.08971394352079,73,2776,0.0262968299711816,"C. jejuni","macrolides"
"MS17","Member State 17",2016,"CAMCOL","MAC",1.36086348485974,58,263,0.220532319391635,"C. coli","macrolides"
"MS17","Member State 17",2016,"ESCCOL","QALL",0.145521346982145,595,4808,0.123752079866889,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2016,"CAMJEJ","QALL",0.122220315078655,1793,2923,0.613410879233664,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2016,"CAMCOL","QALL",0.122981608118901,240,272,0.882352941176471,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2016,"SLMSPP","QALL",0.116991211488107,54,240,0.225,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2017,"CAMJEJ","TET",3.16952439940038,752,1700,0.442352941176471,"C. jejuni","tetracyclines"
"MS17","Member State 17",2017,"CAMCOL","TET",5.29779026137255,173,219,0.789954337899543,"C. coli","tetracyclines"
"MS17","Member State 17",2017,"SLMSPP","TET",5.21377515954786,50,214,0.233644859813084,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2017,"ESCCOL","AMP",0.699195998446119,1003,2874,0.348990953375087,"E. coli","aminopenicillins"
"MS17","Member State 17",2017,"SLMSPP","AMP",0.812185702900105,49,214,0.228971962616822,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2017,"ESCCOL","CEPH",0.00138320275849528,413,5223,0.0790733295041164,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2017,"SLMSPP","CEPH",0.00092559522049425,0,214,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2017,"CAMJEJ","MAC",0.890170979929075,88,2915,0.030188679245283,"C. jejuni","macrolides"
"MS17","Member State 17",2017,"CAMCOL","MAC",0.745096415935192,62,332,0.186746987951807,"C. coli","macrolides"
"MS17","Member State 17",2017,"ESCCOL","QALL",0.10418965831747,816,5305,0.153817153628652,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2017,"CAMJEJ","QALL",0.120860872786437,1954,3080,0.634415584415584,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2017,"CAMCOL","QALL",0.124080320946076,319,351,0.908831908831909,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2017,"SLMSPP","QALL",0.117433061999672,12,214,0.0560747663551402,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2018,"CAMJEJ","TET",4.41966602961664,517,1162,0.444922547332186,"C. jejuni","tetracyclines"
"MS17","Member State 17",2018,"CAMCOL","TET",4.46358209577772,130,161,0.807453416149068,"C. coli","tetracyclines"
"MS17","Member State 17",2018,"SLMSPP","TET",5.33367852967894,27,113,0.238938053097345,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2018,"ESCCOL","AMP",1.00385133423014,1072,3129,0.342601470118249,"E. coli","aminopenicillins"
"MS17","Member State 17",2018,"SLMSPP","AMP",0.629346100782134,21,113,0.185840707964602,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2018,"ESCCOL","CEPH",0.000938647690773055,403,5020,0.0802788844621514,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2018,"SLMSPP","CEPH",0.00109554685432134,0,113,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2018,"CAMJEJ","MAC",1.01310212836266,67,2515,0.0266401590457256,"C. jejuni","macrolides"
"MS17","Member State 17",2018,"CAMCOL","MAC",0.896448747136139,61,271,0.225092250922509,"C. coli","macrolides"
"MS17","Member State 17",2018,"ESCCOL","QALL",0.161049833236125,666,5043,0.132064247471743,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2018,"CAMJEJ","QALL",0.135104957133698,1744,2485,0.701810865191147,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2018,"CAMCOL","QALL",0.122002350754731,221,272,0.8125,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2018,"SLMSPP","QALL",0.0710471978598645,25,113,0.221238938053097,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2019,"CAMJEJ","TET",6.35172099777093,667,1529,0.436232831916285,"C. jejuni","tetracyclines"
"MS17","Member State 17",2019,"CAMCOL","TET",6.00619809673561,123,178,0.691011235955056,"C. coli","tetracyclines"
"MS17","Member State 17",2019,"SLMSPP","TET",4.49730713800351,36,107,0.336448598130841,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2019,"ESCCOL","AMP",0.643170876277663,1145,3000,0.381666666666667,"E. coli","aminopenicillins"
"MS17","Member State 17",2019,"SLMSPP","AMP",0.63771771791227,29,107,0.271028037383178,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2019,"ESCCOL","CEPH",0.000358711646343959,491,5413,0.090707555883983,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2019,"SLMSPP","CEPH",0.000451130557205673,0,107,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2019,"CAMJEJ","MAC",0.478894795379604,56,3025,0.0185123966942149,"C. jejuni","macrolides"
"MS17","Member State 17",2019,"CAMCOL","MAC",0.236375778211836,75,353,0.212464589235127,"C. coli","macrolides"
"MS17","Member State 17",2019,"ESCCOL","QALL",0.0923927103173603,743,5410,0.137338262476895,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2019,"CAMJEJ","QALL",0.113215724195936,2014,3014,0.66821499668215,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2019,"CAMCOL","QALL",0.0877682510796476,306,348,0.879310344827586,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2019,"SLMSPP","QALL",0.105322778798077,9,107,0.0841121495327103,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"CAMJEJ","TET",2.4959801926068,250,816,0.306372549019608,"C. jejuni","tetracyclines"
"MS17","Member State 17",2020,"CAMCOL","TET",3.5265854447531,54,79,0.683544303797468,"C. coli","tetracyclines"
"MS17","Member State 17",2020,"SLMSPP","TET",4.5730324881633,23,100,0.23,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2020,"ESCCOL","AMP",0.758559211720452,1053,2928,0.359631147540984,"E. coli","aminopenicillins"
"MS17","Member State 17",2020,"SLMSPP","AMP",0.446631937601287,21,100,0.21,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2020,"ESCCOL","CEPH",0.000421072167650889,415,5367,0.0773243897894541,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2020,"SLMSPP","CEPH",0.000397158931204492,0,100,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2020,"CAMJEJ","MAC",0.667496532359023,15,1353,0.0110864745011086,"C. jejuni","macrolides"
"MS17","Member State 17",2020,"CAMCOL","MAC",0.36626873470798,43,100,0.43,"C. coli","macrolides"
"MS17","Member State 17",2020,"ESCCOL","QALL",0.117299571107514,656,5354,0.122525214792678,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"CAMJEJ","QALL",0.117677604161933,556,1339,0.415235250186706,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"CAMCOL","QALL",0.100875745479788,81,97,0.835051546391753,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"SLMSPP","QALL",0.0961436522522259,7,100,0.07,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"CAMJEJ","TET",5.02011712239081,42,412,0.101941747572816,"C. jejuni","tetracyclines"
"MS17","Member State 17",2021,"CAMCOL","TET",3.33828385780926,8,19,0.421052631578947,"C. coli","tetracyclines"
"MS17","Member State 17",2021,"SLMSPP","TET",4.25125536078872,39,167,0.233532934131737,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2021,"ESCCOL","AMP",0.549922061743005,1022,3177,0.321687126219704,"E. coli","aminopenicillins"
"MS17","Member State 17",2021,"SLMSPP","AMP",0.500142481664743,33,167,0.197604790419162,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2021,"ESCCOL","CEPH",0.000296173775271825,405,5799,0.0698396275219866,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2021,"SLMSPP","CEPH",0.000279245924396061,5,167,0.029940119760479,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2021,"CAMJEJ","MAC",0.315402106954635,8,997,0.00802407221664995,"C. jejuni","macrolides"
"MS17","Member State 17",2021,"CAMCOL","MAC",0.338922352822857,11,33,0.333333333333333,"C. coli","macrolides"
"MS17","Member State 17",2021,"ESCCOL","QALL",0.127813838201299,647,5802,0.111513271285764,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"CAMJEJ","QALL",0.115484536322834,399,991,0.402623612512614,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"CAMCOL","QALL",0.10568781575965,29,35,0.828571428571429,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"SLMSPP","QALL",0.104538837399525,42,167,0.251497005988024,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2014,"CAMJEJ","TET",75.1602600132432,2357,4264,0.552767354596623,"C. jejuni","tetracyclines"
"MS12","Member State 12",2014,"CAMCOL","TET",56.3185115202511,333,753,0.442231075697211,"C. coli","tetracyclines"
"MS12","Member State 12",2014,"SLMSPP","TET",37.2662747575706,502,1272,0.394654088050314,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2014,"ESCCOL","AMP",11.321634260132,6084,10325,0.589249394673124,"E. coli","aminopenicillins"
"MS12","Member State 12",2014,"SLMSPP","AMP",9.71899500999824,370,1271,0.29110936270653,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2014,"ESCCOL","CEPH",0.265819910723971,1089,10349,0.105227558218185,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2014,"SLMSPP","CEPH",0.318177727857119,16,590,0.0271186440677966,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2014,"CAMJEJ","MAC",8.32562765706786,9,4623,0.00194678780012979,"C. jejuni","macrolides"
"MS12","Member State 12",2014,"CAMCOL","MAC",13.4735890843656,87,812,0.107142857142857,"C. coli","macrolides"
"MS12","Member State 12",2014,"SLMSPP","MAC",7.49579032642114,0,16,0,"Salmonella spp.","macrolides"
"MS12","Member State 12",2014,"ESCCOL","QALL",1.30683314944105,2141,10307,0.207722906762394,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2014,"CAMJEJ","QALL",1.52719557510511,2583,4627,0.558245083207262,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2014,"CAMCOL","QALL",1.21951459185209,506,812,0.623152709359606,"C. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2014,"SLMSPP","QALL",2.00780226937601,367,1272,0.288522012578616,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2015,"CAMJEJ","TET",31.0941787597527,2096,4472,0.468694096601073,"C. jejuni","tetracyclines"
"MS12","Member State 12",2015,"CAMCOL","TET",21.6605381027073,600,844,0.710900473933649,"C. coli","tetracyclines"
"MS12","Member State 12",2015,"SLMSPP","TET",44.2943983136234,307,724,0.424033149171271,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2015,"ESCCOL","AMP",5.34351555397882,6509,10946,0.594646446190389,"E. coli","aminopenicillins"
"MS12","Member State 12",2015,"SLMSPP","AMP",5.94114714787338,215,724,0.296961325966851,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2015,"ESCCOL","CEPH",0.170660937093337,1321,11051,0.119536693511899,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2015,"SLMSPP","CEPH",0.165201505593036,8,366,0.0218579234972678,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2015,"CAMJEJ","MAC",4.62945932070913,16,4629,0.00345647007993087,"C. jejuni","macrolides"
"MS12","Member State 12",2015,"CAMCOL","MAC",5.74617870331291,74,869,0.0851553509781358,"C. coli","macrolides"
"MS12","Member State 12",2015,"SLMSPP","MAC",4.14843641740253,7,724,0.00966850828729282,"Salmonella spp.","macrolides"
"MS12","Member State 12",2015,"ESCCOL","QALL",0.783864914378697,2282,10998,0.207492271322059,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2015,"CAMJEJ","QALL",0.7015256843668,2620,4627,0.566241625243138,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2015,"CAMCOL","QALL",0.815172904607641,568,870,0.652873563218391,"C. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2015,"SLMSPP","QALL",0.614216193374072,146,724,0.201657458563536,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2016,"CAMJEJ","TET",20.9856412375787,2481,5390,0.460296846011132,"C. jejuni","tetracyclines"
"MS12","Member State 12",2016,"CAMCOL","TET",19.1910957287231,626,851,0.735605170387779,"C. coli","tetracyclines"
"MS12","Member State 12",2016,"SLMSPP","TET",23.8981618349552,263,852,0.30868544600939,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2016,"ESCCOL","AMP",8.43590052449647,6497,11248,0.577613798008535,"E. coli","aminopenicillins"
"MS12","Member State 12",2016,"SLMSPP","AMP",4.94749697125927,258,852,0.302816901408451,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2016,"ESCCOL","CEPH",0.0459497388806643,1387,11313,0.122602315919738,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2016,"SLMSPP","CEPH",0.0332547052043671,2,852,0.00234741784037559,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2016,"CAMJEJ","MAC",3.58457776264424,36,5615,0.00641139804096171,"C. jejuni","macrolides"
"MS12","Member State 12",2016,"CAMCOL","MAC",4.80120114604948,55,881,0.0624290578887628,"C. coli","macrolides"
"MS12","Member State 12",2016,"SLMSPP","MAC",4.0489014431296,9,852,0.0105633802816901,"Salmonella spp.","macrolides"
"MS12","Member State 12",2016,"ESCCOL","QALL",0.821767625403277,2249,11251,0.199893342813972,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2016,"CAMJEJ","QALL",0.531682894470615,3117,5616,0.555021367521368,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2016,"CAMCOL","QALL",0.614005618110197,585,882,0.663265306122449,"C. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2016,"SLMSPP","QALL",0.700555833267052,93,852,0.109154929577465,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2017,"CAMJEJ","TET",26.3507274210527,2622,5386,0.486817675454883,"C. jejuni","tetracyclines"
"MS12","Member State 12",2017,"CAMCOL","TET",36.5082624637322,707,893,0.791713325867861,"C. coli","tetracyclines"
"MS12","Member State 12",2017,"SLMSPP","TET",38.4040032667293,334,870,0.383908045977012,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2017,"ESCCOL","AMP",4.93111094905708,7367,13293,0.55420145941473,"E. coli","aminopenicillins"
"MS12","Member State 12",2017,"SLMSPP","AMP",3.81267700652725,288,870,0.331034482758621,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2017,"ESCCOL","CEPH",0.0138733316911221,1408,13352,0.105452366686639,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2017,"SLMSPP","CEPH",0.0203460109590095,7,870,0.00804597701149425,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2017,"CAMJEJ","MAC",5.04439141663048,36,5422,0.0066396163777204,"C. jejuni","macrolides"
"MS12","Member State 12",2017,"CAMCOL","MAC",5.79567152583875,61,895,0.0681564245810056,"C. coli","macrolides"
"MS12","Member State 12",2017,"SLMSPP","MAC",6.75869877758015,2,870,0.00229885057471264,"Salmonella spp.","macrolides"
"MS12","Member State 12",2017,"ESCCOL","QALL",0.724143243853239,2273,13328,0.170543217286915,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2017,"CAMJEJ","QALL",0.653286410107587,3149,5425,0.580460829493088,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2017,"CAMCOL","QALL",0.695192890874519,569,896,0.635044642857143,"C. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2017,"SLMSPP","QALL",0.728852174004268,123,870,0.141379310344828,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2018,"CAMJEJ","TET",35.1275728002295,2838,6316,0.449335022165928,"C. jejuni","tetracyclines"
"MS12","Member State 12",2018,"CAMCOL","TET",24.4279120592882,822,1022,0.804305283757339,"C. coli","tetracyclines"
"MS12","Member State 12",2018,"SLMSPP","TET",28.0850662737528,325,893,0.363941769316909,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2018,"ESCCOL","AMP",3.83261653387049,6948,12553,0.553493188879152,"E. coli","aminopenicillins"
"MS12","Member State 12",2018,"SLMSPP","AMP",5.47596834689678,263,893,0.29451287793953,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2018,"ESCCOL","CEPH",0.023419138693962,1266,12614,0.100364674171555,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2018,"SLMSPP","CEPH",0.0135934864802071,15,893,0.0167973124300112,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2018,"CAMJEJ","MAC",5.60960769628433,37,6325,0.0058498023715415,"C. jejuni","macrolides"
"MS12","Member State 12",2018,"CAMCOL","MAC",5.31983478791739,77,1023,0.0752688172043011,"C. coli","macrolides"
"MS12","Member State 12",2018,"SLMSPP","MAC",4.72461380401265,6,893,0.00671892497200448,"Salmonella spp.","macrolides"
"MS12","Member State 12",2018,"ESCCOL","QALL",0.644540200640649,2283,12443,0.183476653540143,"E. coli","fluoroquinolones and other quinolones"
