ReportingCountry,country_name,Year,Pathogen,Class,Animal,PCU_ANIMALS,NS_a,Tested_a,PR_a,pathogen_name,class_name
MS4,Member State 4,2020,SLMSPP,QALL,animals,2.108568545,9,16,0.5625,Salmonella spp.,fluoroquinolones and other quinolones
MS4,Member State 4,2020,SLMSPP,CEPH,animals,0.270720227,0,16,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS4,Member State 4,2020,SLMSPP,POL,animals,10.31972452,2,16,0.125,Salmonella spp.,polymyxins
MS4,Member State 4,2020,SLMSPP,AMP,animals,66.20868409,2,16,0.125,Salmonella spp.,aminopenicillins
MS27,Member State 27,2020,SLMSPP,TET,animals,19.49263983,6,96,0.0625,Salmonella spp.,tetracyclines
MS27,Member State 27,2020,SLMSPP,QALL,animals,1.50975868,31,96,0.322916667,Salmonella spp.,fluoroquinolones and other quinolones
MS27,Member State 27,2020,SLMSPP,CEPH,animals,0.551000145,0,96,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS27,Member State 27,2020,SLMSPP,POL,animals,0.760033545,15,96,0.15625,Salmonella spp.,polymyxins
MS27,Member State 27,2020,SLMSPP,AMP,animals,13.41445123,5,96,0.052083333,Salmonella spp.,aminopenicillins
MS13,Member State 13,2020,SLMSPP,TET,animals,15.49542364,11,32,0.34375,Salmonella spp.,tetracyclines
MS13,Member State 13,2020,SLMSPP,QALL,animals,0.817170163,3,32,0.09375,Salmonella spp.,fluoroquinolones and other quinolones
MS13,Member State 13,2020,SLMSPP,CEPH,animals,0.135781094,0,32,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS13,Member State 13,2020,SLMSPP,POL,animals,4.873377916,1,32,0.03125,Salmonella spp.,polymyxins
MS13,Member State 13,2020,SLMSPP,AMP,animals,32.07803872,14,32,0.4375,Salmonella spp.,aminopenicillins
MS9,Member State 9,2020,SLMSPP,TET,animals,5.824673763,62,125,0.496,Salmonella spp.,tetracyclines
MS9,Member State 9,2020,SLMSPP,QALL,animals,0.161072086,0,125,0,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2020,SLMSPP,CEPH,animals,0.002209337,0,125,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS9,Member State 9,2020,SLMSPP,POL,animals,0.000276975,0,125,0,Salmonella spp.,polymyxins
MS9,Member State 9,2020,SLMSPP,AMP,animals,3.850286882,62,125,0.496,Salmonella spp.,aminopenicillins
MS26,Member State 26,2020,SLMSPP,TET,animals,49.89783132,6,20,0.3,Salmonella spp.,tetracyclines
MS26,Member State 26,2020,SLMSPP,QALL,animals,4.133224974,10,20,0.5,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2020,SLMSPP,CEPH,animals,0.137896207,0,20,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS26,Member State 26,2020,SLMSPP,POL,animals,1.51085714,3,20,0.15,Salmonella spp.,polymyxins
MS26,Member State 26,2020,SLMSPP,AMP,animals,13.52588443,1,20,0.05,Salmonella spp.,aminopenicillins
MS20,Member State 20,2020,SLMSPP,TET,animals,32.68367469,332,506,0.656126482,Salmonella spp.,tetracyclines
MS20,Member State 20,2020,SLMSPP,QALL,animals,5.467352541,187,506,0.369565217,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2020,SLMSPP,CEPH,animals,0.248525126,0,506,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS20,Member State 20,2020,SLMSPP,POL,animals,0.669347587,6,506,0.011857708,Salmonella spp.,polymyxins
MS20,Member State 20,2020,SLMSPP,AMP,animals,44.05012032,275,506,0.543478261,Salmonella spp.,aminopenicillins
MS12,Member State 12,2020,SLMSPP,TET,animals,36.83674874,189,465,0.406451613,Salmonella spp.,tetracyclines
MS12,Member State 12,2020,SLMSPP,QALL,animals,0.474377608,8,465,0.017204301,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2020,SLMSPP,CEPH,animals,0.016738994,0,465,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS12,Member State 12,2020,SLMSPP,POL,animals,1.6626782,9,465,0.019354839,Salmonella spp.,polymyxins
MS12,Member State 12,2020,SLMSPP,AMP,animals,4.880452264,141,465,0.303225806,Salmonella spp.,aminopenicillins
MS7,Member State 7,2020,SLMSPP,TET,animals,23.09722372,52,131,0.396946565,Salmonella spp.,tetracyclines
MS7,Member State 7,2020,SLMSPP,QALL,animals,2.837220941,41,131,0.312977099,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2020,SLMSPP,CEPH,animals,0.261007166,0,131,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS7,Member State 7,2020,SLMSPP,POL,animals,1.321620672,0,131,0,Salmonella spp.,polymyxins
MS7,Member State 7,2020,SLMSPP,AMP,animals,22.85122322,43,131,0.328244275,Salmonella spp.,aminopenicillins
MS21,Member State 21,2020,SLMSPP,TET,animals,54.1238012,200,370,0.540540541,Salmonella spp.,tetracyclines
MS21,Member State 21,2020,SLMSPP,QALL,animals,9.263344539,160,370,0.432432432,Salmonella spp.,fluoroquinolones and other quinolones
MS21,Member State 21,2020,SLMSPP,CEPH,animals,0.605968157,0,370,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS21,Member State 21,2020,SLMSPP,POL,animals,10.31560658,1,370,0.002702703,Salmonella spp.,polymyxins
MS21,Member State 21,2020,SLMSPP,AMP,animals,56.63314514,136,370,0.367567568,Salmonella spp.,aminopenicillins
MS5,Member State 5,2020,SLMSPP,TET,animals,16.76474899,31,62,0.5,Salmonella spp.,tetracyclines
MS5,Member State 5,2020,SLMSPP,QALL,animals,0.400508138,1,62,0.016129032,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2020,SLMSPP,CEPH,animals,0.195517595,0,62,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS5,Member State 5,2020,SLMSPP,POL,animals,0.008081086,1,62,0.016129032,Salmonella spp.,polymyxins
MS5,Member State 5,2020,SLMSPP,AMP,animals,8.766225394,45,62,0.725806452,Salmonella spp.,aminopenicillins
MS28,Member State 28,2020,SLMSPP,TET,animals,0.288025,6,20,0.3,Salmonella spp.,tetracyclines
MS28,Member State 28,2020,SLMSPP,QALL,animals,0.00418795,0,20,0,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2020,SLMSPP,CEPH,animals,0.001580927,0,20,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS28,Member State 28,2020,SLMSPP,POL,animals,0,0,20,0,Salmonella spp.,polymyxins
MS28,Member State 28,2020,SLMSPP,AMP,animals,0.500828678,5,20,0.25,Salmonella spp.,aminopenicillins
MS16,Member State 16,2020,SLMSPP,TET,animals,50.3784216,306,581,0.526678141,Salmonella spp.,tetracyclines
MS16,Member State 16,2020,SLMSPP,QALL,animals,3.277026632,217,581,0.373493976,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2020,SLMSPP,CEPH,animals,0.182669993,28,581,0.048192771,Salmonella spp.,third- and fourth-generation cephalosporins 
MS16,Member State 16,2020,SLMSPP,POL,animals,0.790376217,7,581,0.012048193,Salmonella spp.,polymyxins
MS16,Member State 16,2020,SLMSPP,AMP,animals,53.67398334,252,581,0.43373494,Salmonella spp.,aminopenicillins
MS11,Member State 11,2020,SLMSPP,TET,animals,6.507738743,0,10,0,Salmonella spp.,tetracyclines
MS11,Member State 11,2020,SLMSPP,QALL,animals,0.523022782,0,10,0,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2020,SLMSPP,CEPH,animals,0.341718633,0,10,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS11,Member State 11,2020,SLMSPP,POL,animals,0.285657098,0,10,0,Salmonella spp.,polymyxins
MS11,Member State 11,2020,SLMSPP,AMP,animals,4.550576779,0,10,0,Salmonella spp.,aminopenicillins
MS8,Member State 8,2020,SLMSPP,TET,animals,37.88306432,12,62,0.193548387,Salmonella spp.,tetracyclines
MS8,Member State 8,2020,SLMSPP,QALL,animals,8.980437075,12,62,0.193548387,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2020,SLMSPP,CEPH,animals,0.375382046,6,62,0.096774194,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2020,SLMSPP,POL,animals,0.204718273,0,62,0,Salmonella spp.,polymyxins
MS8,Member State 8,2020,SLMSPP,AMP,animals,7.873740144,15,62,0.241935484,Salmonella spp.,aminopenicillins
MS1,Member State 1,2020,SLMSPP,TET,animals,12.56833878,5,23,0.217391304,Salmonella spp.,tetracyclines
MS1,Member State 1,2020,SLMSPP,QALL,animals,0.85111581,1,23,0.043478261,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2020,SLMSPP,CEPH,animals,0.000623264,1,23,0.043478261,Salmonella spp.,third- and fourth-generation cephalosporins 
MS1,Member State 1,2020,SLMSPP,POL,animals,0.364032597,3,23,0.130434783,Salmonella spp.,polymyxins
MS1,Member State 1,2020,SLMSPP,AMP,animals,8.765431788,6,23,0.260869565,Salmonella spp.,aminopenicillins
MS29,Member State 29,2020,SLMSPP,TET,animals,57.01145634,102,250,0.408,Salmonella spp.,tetracyclines
MS29,Member State 29,2020,SLMSPP,QALL,animals,12.92998557,112,250,0.448,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2020,SLMSPP,CEPH,animals,0.622823346,1,250,0.004,Salmonella spp.,third- and fourth-generation cephalosporins 
MS29,Member State 29,2020,SLMSPP,POL,animals,11.20941767,4,250,0.016,Salmonella spp.,polymyxins
MS29,Member State 29,2020,SLMSPP,AMP,animals,56.8485017,97,250,0.388,Salmonella spp.,aminopenicillins
MS18,Member State 18,2020,SLMSPP,TET,animals,45.17347972,21,33,0.636363636,Salmonella spp.,tetracyclines
MS18,Member State 18,2020,SLMSPP,QALL,animals,6.734569246,0,33,0,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2020,SLMSPP,CEPH,animals,0.294350026,0,33,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS18,Member State 18,2020,SLMSPP,POL,animals,9.440521177,4,33,0.121212121,Salmonella spp.,polymyxins
MS18,Member State 18,2020,SLMSPP,AMP,animals,37.25464198,19,33,0.575757576,Salmonella spp.,aminopenicillins
MS25,Member State 25,2020,SLMSPP,TET,animals,20.63946117,59,170,0.347058824,Salmonella spp.,tetracyclines
MS25,Member State 25,2020,SLMSPP,QALL,animals,4.532844554,106,170,0.623529412,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2020,SLMSPP,CEPH,animals,0.148005212,0,170,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS25,Member State 25,2020,SLMSPP,POL,animals,1.738161332,7,170,0.041176471,Salmonella spp.,polymyxins
MS25,Member State 25,2020,SLMSPP,AMP,animals,12.98834746,37,170,0.217647059,Salmonella spp.,aminopenicillins
MS30,Member State 30,2020,SLMSPP,TET,animals,9.803135058,111,164,0.676829268,Salmonella spp.,tetracyclines
MS30,Member State 30,2020,SLMSPP,QALL,animals,1.081470941,127,164,0.774390244,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2020,SLMSPP,CEPH,animals,0.206186346,0,164,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS30,Member State 30,2020,SLMSPP,POL,animals,0.132258208,1,164,0.006097561,Salmonella spp.,polymyxins
MS30,Member State 30,2020,SLMSPP,AMP,animals,18.64907333,55,164,0.335365854,Salmonella spp.,aminopenicillins
MS6,Member State 6,2020,SLMSPP,TET,animals,14.47170119,28,35,0.8,Salmonella spp.,tetracyclines
MS6,Member State 6,2020,SLMSPP,QALL,animals,3.432248591,18,35,0.514285714,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2020,SLMSPP,CEPH,animals,0.422712387,0,35,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS6,Member State 6,2020,SLMSPP,POL,animals,1.64576485,0,35,0,Salmonella spp.,polymyxins
MS6,Member State 6,2020,SLMSPP,AMP,animals,5.388646439,16,35,0.457142857,Salmonella spp.,aminopenicillins
MS23,Member State 23,2021,SLMSPP,TET,animals,27.82006524,124,180,0.688888889,Salmonella spp.,tetracyclines
MS23,Member State 23,2021,SLMSPP,QALL,animals,0.375815135,118,180,0.655555556,Salmonella spp.,fluoroquinolones and other quinolones
MS23,Member State 23,2021,SLMSPP,CEPH,animals,0.219877347,4,180,0.022222222,Salmonella spp.,third- and fourth-generation cephalosporins 
MS23,Member State 23,2021,SLMSPP,POL,animals,1.669652544,0,180,0,Salmonella spp.,polymyxins
MS23,Member State 23,2021,SLMSPP,AMP,animals,8.404670192,7,180,0.038888889,Salmonella spp.,aminopenicillins
MS14,Member State 14,2021,SLMSPP,TET,animals,17.87624184,56,209,0.267942584,Salmonella spp.,tetracyclines
MS14,Member State 14,2021,SLMSPP,QALL,animals,0.364066248,22,209,0.105263158,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2021,SLMSPP,CEPH,animals,0.061483666,0,209,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS14,Member State 14,2021,SLMSPP,POL,animals,2.231735046,1,209,0.004784689,Salmonella spp.,polymyxins
MS14,Member State 14,2021,SLMSPP,AMP,animals,36.05527711,98,209,0.468899522,Salmonella spp.,aminopenicillins
MS22,Member State 22,2021,SLMSPP,TET,animals,49.92756644,5,14,0.357142857,Salmonella spp.,tetracyclines
MS22,Member State 22,2021,SLMSPP,QALL,animals,3.058908768,3,14,0.214285714,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2021,SLMSPP,CEPH,animals,0.189839444,0,14,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS22,Member State 22,2021,SLMSPP,POL,animals,4.301031825,1,14,0.071428571,Salmonella spp.,polymyxins
MS22,Member State 22,2021,SLMSPP,AMP,animals,19.87736539,7,14,0.5,Salmonella spp.,aminopenicillins
MS4,Member State 4,2021,SLMSPP,TET,animals,120.4134729,16,16,1,Salmonella spp.,tetracyclines
MS4,Member State 4,2021,SLMSPP,QALL,animals,2.461672456,4,16,0.25,Salmonella spp.,fluoroquinolones and other quinolones
MS4,Member State 4,2021,SLMSPP,CEPH,animals,0.454584647,0,16,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS4,Member State 4,2021,SLMSPP,POL,animals,12.89808725,1,16,0.0625,Salmonella spp.,polymyxins
MS4,Member State 4,2021,SLMSPP,AMP,animals,72.07186212,7,16,0.4375,Salmonella spp.,aminopenicillins
MS27,Member State 27,2021,SLMSPP,TET,animals,9.867558085,19,106,0.179245283,Salmonella spp.,tetracyclines
MS27,Member State 27,2021,SLMSPP,QALL,animals,1.354939822,12,106,0.113207547,Salmonella spp.,fluoroquinolones and other quinolones
MS27,Member State 27,2021,SLMSPP,CEPH,animals,0.561292139,0,106,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS27,Member State 27,2021,SLMSPP,POL,animals,0.455091208,5,106,0.047169811,Salmonella spp.,polymyxins
MS27,Member State 27,2021,SLMSPP,AMP,animals,13.03767034,39,106,0.367924528,Salmonella spp.,aminopenicillins
MS13,Member State 13,2021,SLMSPP,TET,animals,13.95835754,24,47,0.510638298,Salmonella spp.,tetracyclines
MS13,Member State 13,2021,SLMSPP,QALL,animals,0.693041641,5,47,0.106382979,Salmonella spp.,fluoroquinolones and other quinolones
MS13,Member State 13,2021,SLMSPP,CEPH,animals,0.143399988,0,47,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS13,Member State 13,2021,SLMSPP,POL,animals,6.514843958,2,47,0.042553191,Salmonella spp.,polymyxins
MS13,Member State 13,2021,SLMSPP,AMP,animals,22.32162906,24,47,0.510638298,Salmonella spp.,aminopenicillins
MS9,Member State 9,2021,SLMSPP,TET,animals,6.320603645,41,92,0.445652174,Salmonella spp.,tetracyclines
MS9,Member State 9,2021,SLMSPP,QALL,animals,0.191046708,0,92,0,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2021,SLMSPP,CEPH,animals,0.000677441,0,92,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS9,Member State 9,2021,SLMSPP,POL,animals,0,1,92,0.010869565,Salmonella spp.,polymyxins
MS9,Member State 9,2021,SLMSPP,AMP,animals,3.549889588,27,92,0.293478261,Salmonella spp.,aminopenicillins
MS10,Member State 10,2021,SLMSPP,TET,animals,15.64236591,7,11,0.636363636,Salmonella spp.,tetracyclines
MS10,Member State 10,2021,SLMSPP,QALL,animals,1.384197746,0,11,0,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2021,SLMSPP,CEPH,animals,0.55891906,0,11,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS10,Member State 10,2021,SLMSPP,POL,animals,0.195174426,0,11,0,Salmonella spp.,polymyxins
MS10,Member State 10,2021,SLMSPP,AMP,animals,4.275861328,4,11,0.363636364,Salmonella spp.,aminopenicillins
MS26,Member State 26,2021,SLMSPP,TET,animals,40.43705772,7,30,0.233333333,Salmonella spp.,tetracyclines
MS26,Member State 26,2021,SLMSPP,QALL,animals,2.984209787,21,30,0.7,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2021,SLMSPP,CEPH,animals,0.181506372,0,30,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS26,Member State 26,2021,SLMSPP,POL,animals,2.097922087,3,30,0.1,Salmonella spp.,polymyxins
MS26,Member State 26,2021,SLMSPP,AMP,animals,9.690623047,12,30,0.4,Salmonella spp.,aminopenicillins
MS20,Member State 20,2021,SLMSPP,TET,animals,37.15002382,321,510,0.629411765,Salmonella spp.,tetracyclines
MS20,Member State 20,2021,SLMSPP,QALL,animals,3.350810951,199,510,0.390196078,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2021,SLMSPP,CEPH,animals,0.355029456,0,510,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS20,Member State 20,2021,SLMSPP,POL,animals,0.448335877,2,510,0.003921569,Salmonella spp.,polymyxins
MS20,Member State 20,2021,SLMSPP,AMP,animals,48.25499242,332,510,0.650980392,Salmonella spp.,aminopenicillins
MS12,Member State 12,2021,SLMSPP,TET,animals,13.99777789,135,356,0.379213483,Salmonella spp.,tetracyclines
MS12,Member State 12,2021,SLMSPP,QALL,animals,0.324002837,7,356,0.019662921,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2021,SLMSPP,CEPH,animals,0.023489111,0,356,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS12,Member State 12,2021,SLMSPP,POL,animals,1.690573873,1,356,0.002808989,Salmonella spp.,polymyxins
MS12,Member State 12,2021,SLMSPP,AMP,animals,5.260367075,86,356,0.241573034,Salmonella spp.,aminopenicillins
MS7,Member State 7,2021,SLMSPP,TET,animals,12.5399274,68,116,0.586206897,Salmonella spp.,tetracyclines
MS7,Member State 7,2021,SLMSPP,QALL,animals,3.24211444,29,116,0.25,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2021,SLMSPP,CEPH,animals,0.180326257,0,116,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS7,Member State 7,2021,SLMSPP,POL,animals,2.644821412,0,116,0,Salmonella spp.,polymyxins
MS7,Member State 7,2021,SLMSPP,AMP,animals,15.92940691,86,116,0.74137931,Salmonella spp.,aminopenicillins
MS21,Member State 21,2021,SLMSPP,TET,animals,57.19661921,181,420,0.430952381,Salmonella spp.,tetracyclines
MS21,Member State 21,2021,SLMSPP,QALL,animals,10.94204325,170,420,0.404761905,Salmonella spp.,fluoroquinolones and other quinolones
MS21,Member State 21,2021,SLMSPP,CEPH,animals,0.61493567,19,420,0.045238095,Salmonella spp.,third- and fourth-generation cephalosporins 
MS21,Member State 21,2021,SLMSPP,POL,animals,9.11929163,13,420,0.030952381,Salmonella spp.,polymyxins
MS21,Member State 21,2021,SLMSPP,AMP,animals,58.10999096,137,420,0.326190476,Salmonella spp.,aminopenicillins
MS5,Member State 5,2021,SLMSPP,TET,animals,17.7501324,68,123,0.552845528,Salmonella spp.,tetracyclines
MS5,Member State 5,2021,SLMSPP,QALL,animals,0.470345161,1,123,0.008130081,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2021,SLMSPP,CEPH,animals,0.125240077,0,123,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS5,Member State 5,2021,SLMSPP,POL,animals,0.004820276,3,123,0.024390244,Salmonella spp.,polymyxins
MS5,Member State 5,2021,SLMSPP,AMP,animals,9.175229522,69,123,0.56097561,Salmonella spp.,aminopenicillins
MS28,Member State 28,2021,SLMSPP,TET,animals,0.306274735,2,10,0.2,Salmonella spp.,tetracyclines
MS28,Member State 28,2021,SLMSPP,QALL,animals,0.003901461,0,10,0,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2021,SLMSPP,CEPH,animals,0.001483132,0,10,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS28,Member State 28,2021,SLMSPP,POL,animals,0,0,10,0,Salmonella spp.,polymyxins
MS28,Member State 28,2021,SLMSPP,AMP,animals,0.338826013,0,10,0,Salmonella spp.,aminopenicillins
MS16,Member State 16,2021,SLMSPP,TET,animals,41.04647586,225,475,0.473684211,Salmonella spp.,tetracyclines
MS16,Member State 16,2021,SLMSPP,QALL,animals,1.653780503,161,475,0.338947368,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2021,SLMSPP,CEPH,animals,0.104900904,25,475,0.052631579,Salmonella spp.,third- and fourth-generation cephalosporins 
MS16,Member State 16,2021,SLMSPP,POL,animals,0.504391525,5,475,0.010526316,Salmonella spp.,polymyxins
MS16,Member State 16,2021,SLMSPP,AMP,animals,104.7346794,178,475,0.374736842,Salmonella spp.,aminopenicillins
MS15,Member State 15,2021,SLMSPP,TET,animals,3.199951788,2,17,0.117647059,Salmonella spp.,tetracyclines
MS15,Member State 15,2021,SLMSPP,QALL,animals,1.251686918,3,17,0.176470588,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2021,SLMSPP,CEPH,animals,0.125435874,0,17,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS15,Member State 15,2021,SLMSPP,POL,animals,0.000210529,1,17,0.058823529,Salmonella spp.,polymyxins
MS15,Member State 15,2021,SLMSPP,AMP,animals,4.137261155,16,17,0.941176471,Salmonella spp.,aminopenicillins
MS24,Member State 24,2021,SLMSPP,TET,animals,8.017768659,3,37,0.081081081,Salmonella spp.,tetracyclines
MS24,Member State 24,2021,SLMSPP,QALL,animals,0.629495737,0,37,0,Salmonella spp.,fluoroquinolones and other quinolones
MS24,Member State 24,2021,SLMSPP,CEPH,animals,0.374120548,0,37,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS24,Member State 24,2021,SLMSPP,POL,animals,0.311992312,0,37,0,Salmonella spp.,polymyxins
MS24,Member State 24,2021,SLMSPP,AMP,animals,3.134149243,5,37,0.135135135,Salmonella spp.,aminopenicillins
MS11,Member State 11,2021,SLMSPP,TET,animals,4.05474269,0,52,0,Salmonella spp.,tetracyclines
MS11,Member State 11,2021,SLMSPP,QALL,animals,0.451819286,0,52,0,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2021,SLMSPP,CEPH,animals,0.375068655,0,52,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS11,Member State 11,2021,SLMSPP,POL,animals,0.288536283,1,52,0.019230769,Salmonella spp.,polymyxins
MS11,Member State 11,2021,SLMSPP,AMP,animals,5.210809896,1,52,0.019230769,Salmonella spp.,aminopenicillins
MS8,Member State 8,2021,SLMSPP,TET,animals,38.8574762,28,111,0.252252252,Salmonella spp.,tetracyclines
MS8,Member State 8,2021,SLMSPP,QALL,animals,10.77442399,20,111,0.18018018,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2021,SLMSPP,CEPH,animals,0.293810259,6,111,0.054054054,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2021,SLMSPP,POL,animals,0.56578727,0,111,0,Salmonella spp.,polymyxins
MS8,Member State 8,2021,SLMSPP,AMP,animals,7.125621132,26,111,0.234234234,Salmonella spp.,aminopenicillins
MS1,Member State 1,2021,SLMSPP,TET,animals,19.31532708,8,63,0.126984127,Salmonella spp.,tetracyclines
MS1,Member State 1,2021,SLMSPP,QALL,animals,0.598643907,0,63,0,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2021,SLMSPP,CEPH,animals,0.001106662,0,63,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS1,Member State 1,2021,SLMSPP,POL,animals,0.394295711,0,63,0,Salmonella spp.,polymyxins
MS1,Member State 1,2021,SLMSPP,AMP,animals,6.468233562,14,63,0.222222222,Salmonella spp.,aminopenicillins
MS29,Member State 29,2021,SLMSPP,TET,animals,45.185101,141,278,0.507194245,Salmonella spp.,tetracyclines
MS29,Member State 29,2021,SLMSPP,QALL,animals,16.97918848,133,278,0.478417266,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2021,SLMSPP,CEPH,animals,0.342290411,0,278,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS29,Member State 29,2021,SLMSPP,POL,animals,10.05037301,16,278,0.057553957,Salmonella spp.,polymyxins
MS29,Member State 29,2021,SLMSPP,AMP,animals,75.43976464,108,278,0.388489209,Salmonella spp.,aminopenicillins
MS18,Member State 18,2021,SLMSPP,TET,animals,48.49568772,19,35,0.542857143,Salmonella spp.,tetracyclines
MS18,Member State 18,2021,SLMSPP,QALL,animals,8.174423795,7,35,0.2,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2021,SLMSPP,CEPH,animals,0.368499572,0,35,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS18,Member State 18,2021,SLMSPP,POL,animals,9.490838624,0,35,0,Salmonella spp.,polymyxins
MS18,Member State 18,2021,SLMSPP,AMP,animals,30.85831203,23,35,0.657142857,Salmonella spp.,aminopenicillins
MS25,Member State 25,2021,SLMSPP,TET,animals,11.71509883,98,274,0.357664234,Salmonella spp.,tetracyclines
MS25,Member State 25,2021,SLMSPP,QALL,animals,7.419474001,121,274,0.441605839,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2021,SLMSPP,CEPH,animals,0.159691358,9,274,0.032846715,Salmonella spp.,third- and fourth-generation cephalosporins 
MS25,Member State 25,2021,SLMSPP,POL,animals,1.667584859,4,274,0.01459854,Salmonella spp.,polymyxins
MS25,Member State 25,2021,SLMSPP,AMP,animals,11.31891796,85,274,0.310218978,Salmonella spp.,aminopenicillins
MS30,Member State 30,2021,SLMSPP,TET,animals,7.220784546,123,182,0.675824176,Salmonella spp.,tetracyclines
MS30,Member State 30,2021,SLMSPP,QALL,animals,1.008485591,106,182,0.582417582,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2021,SLMSPP,CEPH,animals,0.332142504,0,182,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS30,Member State 30,2021,SLMSPP,POL,animals,0.064977943,0,182,0,Salmonella spp.,polymyxins
MS30,Member State 30,2021,SLMSPP,AMP,animals,13.28597891,81,182,0.445054945,Salmonella spp.,aminopenicillins
MS6,Member State 6,2021,SLMSPP,TET,animals,16.49336419,22,47,0.468085106,Salmonella spp.,tetracyclines
MS6,Member State 6,2021,SLMSPP,QALL,animals,3.371276732,19,47,0.404255319,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2021,SLMSPP,CEPH,animals,0.571427381,0,47,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS6,Member State 6,2021,SLMSPP,POL,animals,2.253605506,0,47,0,Salmonella spp.,polymyxins
