ReportingCountry,country_name,Year,Pathogen,Class,DID_TOTAL,NS,Tested,PR_h,pathogen_name,class_name
MS20,Member State 20,2018,KLEPNE,CAR,0.079313754,126,1995,0.063157895,K. pneumoniae,carbapenems
MS20,Member State 20,2018,ESCCOL,CAR,0.072685759,9,7924,0.00113579,E. coli,carbapenems
MS17,Member State 17,2018,KLEPNE,CAR,0.055095035,6,810,0.007407407,K. pneumoniae,carbapenems
MS17,Member State 17,2018,ESCCOL,CAR,0.061659672,0,5057,0,E. coli,carbapenems
MS12,Member State 12,2018,KLEPNE,CAR,0.029072399,37,2998,0.012341561,K. pneumoniae,carbapenems
MS12,Member State 12,2018,ESCCOL,CAR,0.03715493,2,12399,0.000161303,E. coli,carbapenems
MS7,Member State 7,2018,KLEPNE,CAR,0.085445732,23,325,0.070769231,K. pneumoniae,carbapenems
MS7,Member State 7,2018,ESCCOL,CAR,0.076445495,2,1190,0.001680672,E. coli,carbapenems
MS21,Member State 21,2018,KLEPNE,CAR,0.041772259,1,827,0.00120919,K. pneumoniae,carbapenems
MS21,Member State 21,2018,ESCCOL,CAR,0.039238094,0,2279,0,E. coli,carbapenems
MS5,Member State 5,2018,KLEPNE,CAR,0.03729326,4,482,0.008298755,K. pneumoniae,carbapenems
MS5,Member State 5,2018,ESCCOL,CAR,0.049589804,0,3237,0,E. coli,carbapenems
MS28,Member State 28,2018,KLEPNE,CAR,0.049029192,0,1,0,K. pneumoniae,carbapenems
MS28,Member State 28,2018,ESCCOL,CAR,0.029881969,0,13,0,E. coli,carbapenems
MS16,Member State 16,2018,KLEPNE,CAR,0.060859339,1705,5660,0.301236749,K. pneumoniae,carbapenems
MS16,Member State 16,2018,ESCCOL,CAR,0.036124082,84,15452,0.005436189,E. coli,carbapenems
MS15,Member State 15,2018,KLEPNE,CAR,0.033201765,5,371,0.013477089,K. pneumoniae,carbapenems
MS15,Member State 15,2018,ESCCOL,CAR,0.036796997,0,1100,0,E. coli,carbapenems
MS24,Member State 24,2018,KLEPNE,CAR,0.049145708,0,85,0,K. pneumoniae,carbapenems
MS24,Member State 24,2018,ESCCOL,CAR,0.055769434,0,424,0,E. coli,carbapenems
MS11,Member State 11,2018,KLEPNE,CAR,0.034051888,4,204,0.019607843,K. pneumoniae,carbapenems
MS11,Member State 11,2018,ESCCOL,CAR,0.035583876,0,346,0,E. coli,carbapenems
MS8,Member State 8,2018,KLEPNE,CAR,0.113510233,33,136,0.242647059,K. pneumoniae,carbapenems
MS8,Member State 8,2018,ESCCOL,CAR,0.070845042,0,332,0,E. coli,carbapenems
MS1,Member State 1,2018,KLEPNE,CAR,0.013036073,8,1520,0.005263158,K. pneumoniae,carbapenems
MS1,Member State 1,2018,ESCCOL,CAR,0.013695228,0,8272,0,E. coli,carbapenems
MS19,Member State 19,2018,KLEPNE,CAR,0.029353016,0,736,0,K. pneumoniae,carbapenems
MS19,Member State 19,2018,ESCCOL,CAR,0.018353855,1,3879,0.000257798,E. coli,carbapenems
MS29,Member State 29,2018,KLEPNE,CAR,0.02242928,95,1183,0.080304311,K. pneumoniae,carbapenems
MS29,Member State 29,2018,ESCCOL,CAR,0.029651957,5,2500,0.002,E. coli,carbapenems
MS18,Member State 18,2018,KLEPNE,CAR,0.098694545,322,2563,0.125634023,K. pneumoniae,carbapenems
MS18,Member State 18,2018,ESCCOL,CAR,0.085967548,31,5797,0.005347594,E. coli,carbapenems
MS25,Member State 25,2018,KLEPNE,CAR,0.08789781,169,441,0.383219955,K. pneumoniae,carbapenems
MS25,Member State 25,2018,ESCCOL,CAR,0.037497656,3,653,0.004594181,E. coli,carbapenems
MS3,Member State 3,2018,KLEPNE,CAR,0.042611226,12,1088,0.011029412,K. pneumoniae,carbapenems
MS3,Member State 3,2018,ESCCOL,CAR,0.040052521,4,5388,0.00074239,E. coli,carbapenems
MS30,Member State 30,2018,KLEPNE,CAR,0.045699939,5,289,0.017301038,K. pneumoniae,carbapenems
MS30,Member State 30,2018,ESCCOL,CAR,0.050094272,0,1668,0,E. coli,carbapenems
MS6,Member State 6,2018,KLEPNE,CAR,0.048160886,26,488,0.053278689,K. pneumoniae,carbapenems
MS6,Member State 6,2018,ESCCOL,CAR,0.05895999,1,924,0.001082251,E. coli,carbapenems
MS23,Member State 23,2019,KLEPNE,CAR,0.1187048,16,1296,0.012345679,K. pneumoniae,carbapenems
MS23,Member State 23,2019,ESCCOL,CAR,0.128997076,4,5935,0.000673968,E. coli,carbapenems
MS14,Member State 14,2019,KLEPNE,CAR,0.039007762,16,757,0.021136063,K. pneumoniae,carbapenems
MS14,Member State 14,2019,ESCCOL,CAR,0.043137792,4,3926,0.001018849,E. coli,carbapenems
MS22,Member State 22,2019,KLEPNE,CAR,0.039091037,82,267,0.307116105,K. pneumoniae,carbapenems
MS22,Member State 22,2019,ESCCOL,CAR,0.040601661,0,352,0,E. coli,carbapenems
MS4,Member State 4,2019,KLEPNE,CAR,0.154858925,11,60,0.183333333,K. pneumoniae,carbapenems
MS4,Member State 4,2019,ESCCOL,CAR,0.133480418,0,92,0,E. coli,carbapenems
MS27,Member State 27,2019,KLEPNE,CAR,0.086353014,11,1314,0.008371385,K. pneumoniae,carbapenems
MS27,Member State 27,2019,ESCCOL,CAR,0.077791471,26,1689,0.015393724,E. coli,carbapenems
MS13,Member State 13,2019,KLEPNE,CAR,0.011990762,45,4718,0.00953794,K. pneumoniae,carbapenems
MS13,Member State 13,2019,ESCCOL,CAR,0.017125532,4,23391,0.000171006,E. coli,carbapenems
MS9,Member State 9,2019,KLEPNE,CAR,0.037972814,10,1356,0.007374631,K. pneumoniae,carbapenems
MS9,Member State 9,2019,ESCCOL,CAR,0.047453437,8,5577,0.001434463,E. coli,carbapenems
MS10,Member State 10,2019,KLEPNE,CAR,0.070307588,0,152,0,K. pneumoniae,carbapenems
MS10,Member State 10,2019,ESCCOL,CAR,0.050477402,0,800,0,E. coli,carbapenems
MS26,Member State 26,2019,KLEPNE,CAR,0.153889827,182,312,0.583333333,K. pneumoniae,carbapenems
MS26,Member State 26,2019,ESCCOL,CAR,0.154567439,3,203,0.014778325,E. coli,carbapenems
MS20,Member State 20,2019,KLEPNE,CAR,0.083754063,149,2398,0.062135113,K. pneumoniae,carbapenems
MS20,Member State 20,2019,ESCCOL,CAR,0.071504883,165,8346,0.01976995,E. coli,carbapenems
MS17,Member State 17,2019,KLEPNE,CAR,0.045108105,4,850,0.004705882,K. pneumoniae,carbapenems
MS17,Member State 17,2019,ESCCOL,CAR,0.046218153,2,5331,0.000375164,E. coli,carbapenems
MS12,Member State 12,2019,KLEPNE,CAR,0.029190515,39,3003,0.012987013,K. pneumoniae,carbapenems
MS12,Member State 12,2019,ESCCOL,CAR,0.034605805,12,12636,0.000949668,E. coli,carbapenems
MS7,Member State 7,2019,KLEPNE,CAR,0.068765609,46,325,0.141538462,K. pneumoniae,carbapenems
MS7,Member State 7,2019,ESCCOL,CAR,0.082218619,14,1090,0.012844037,E. coli,carbapenems
MS21,Member State 21,2019,KLEPNE,CAR,0.059340377,14,890,0.015730337,K. pneumoniae,carbapenems
MS21,Member State 21,2019,ESCCOL,CAR,0.053323911,0,2326,0,E. coli,carbapenems
MS5,Member State 5,2019,KLEPNE,CAR,0.049277065,3,527,0.0056926,K. pneumoniae,carbapenems
MS5,Member State 5,2019,ESCCOL,CAR,0.063225322,0,3229,0,E. coli,carbapenems
MS28,Member State 28,2019,ESCCOL,CAR,0.037610037,0,2,0,E. coli,carbapenems
MS16,Member State 16,2019,KLEPNE,CAR,0.052683267,2232,7325,0.304709898,K. pneumoniae,carbapenems
MS16,Member State 16,2019,ESCCOL,CAR,0.043112512,75,17086,0.004389559,E. coli,carbapenems
MS15,Member State 15,2019,KLEPNE,CAR,0.045598615,23,438,0.052511416,K. pneumoniae,carbapenems
MS15,Member State 15,2019,ESCCOL,CAR,0.042791478,2,1122,0.001782531,E. coli,carbapenems
MS24,Member State 24,2019,KLEPNE,CAR,0.059935896,0,103,0,K. pneumoniae,carbapenems
MS24,Member State 24,2019,ESCCOL,CAR,0.056871185,6,492,0.012195122,E. coli,carbapenems
MS11,Member State 11,2019,KLEPNE,CAR,0.023887996,0,198,0,K. pneumoniae,carbapenems
MS11,Member State 11,2019,ESCCOL,CAR,0.049241521,0,439,0,E. coli,carbapenems
MS8,Member State 8,2019,KLEPNE,CAR,0.051061428,18,129,0.139534884,K. pneumoniae,carbapenems
MS8,Member State 8,2019,ESCCOL,CAR,0.091756616,0,332,0,E. coli,carbapenems
MS1,Member State 1,2019,KLEPNE,CAR,0.012642177,6,1433,0.00418702,K. pneumoniae,carbapenems
MS1,Member State 1,2019,ESCCOL,CAR,0.018446538,1,7299,0.000137005,E. coli,carbapenems
MS19,Member State 19,2019,KLEPNE,CAR,0.026303433,1,826,0.001210654,K. pneumoniae,carbapenems
MS19,Member State 19,2019,ESCCOL,CAR,0.032303006,7,4040,0.001732673,E. coli,carbapenems
MS29,Member State 29,2019,KLEPNE,CAR,0.030022932,91,1155,0.078787879,K. pneumoniae,carbapenems
MS29,Member State 29,2019,ESCCOL,CAR,0.018801441,1,2683,0.000372717,E. coli,carbapenems
MS18,Member State 18,2019,KLEPNE,CAR,0.071725446,346,2690,0.128624535,K. pneumoniae,carbapenems
MS18,Member State 18,2019,ESCCOL,CAR,0.076944701,7,6372,0.001098556,E. coli,carbapenems
MS25,Member State 25,2019,KLEPNE,CAR,0.093788668,153,470,0.325531915,K. pneumoniae,carbapenems
MS25,Member State 25,2019,ESCCOL,CAR,0.057078666,2,666,0.003003003,E. coli,carbapenems
MS3,Member State 3,2019,KLEPNE,CAR,0.03747581,5,1793,0.002788622,K. pneumoniae,carbapenems
MS3,Member State 3,2019,ESCCOL,CAR,0.03603811,5,9413,0.00053118,E. coli,carbapenems
MS30,Member State 30,2019,KLEPNE,CAR,0.071442404,2,303,0.00660066,K. pneumoniae,carbapenems
MS30,Member State 30,2019,ESCCOL,CAR,0.037294992,0,1610,0,E. coli,carbapenems
MS6,Member State 6,2019,KLEPNE,CAR,0.0553063,24,351,0.068376068,K. pneumoniae,carbapenems
MS6,Member State 6,2019,ESCCOL,CAR,0.056443502,0,785,0,E. coli,carbapenems
MS23,Member State 23,2020,KLEPNE,CAR,0.103465082,53,1055,0.050236967,K. pneumoniae,carbapenems
MS14,Member State 14,2020,KLEPNE,CAR,0.049840395,15,881,0.017026107,K. pneumoniae,carbapenems
MS14,Member State 14,2020,ESCCOL,CAR,0.038632672,6,4126,0.001454193,E. coli,carbapenems
MS22,Member State 22,2020,KLEPNE,CAR,0.087157648,70,249,0.281124498,K. pneumoniae,carbapenems
MS22,Member State 22,2020,ESCCOL,CAR,0.066141264,2,261,0.007662835,E. coli,carbapenems
MS4,Member State 4,2020,KLEPNE,CAR,0.209857855,21,86,0.244186047,K. pneumoniae,carbapenems
MS4,Member State 4,2020,ESCCOL,CAR,0.197803039,0,114,0,E. coli,carbapenems
MS27,Member State 27,2020,KLEPNE,CAR,0.104761521,16,1232,0.012987013,K. pneumoniae,carbapenems
MS27,Member State 27,2020,ESCCOL,CAR,0.080182604,5,1500,0.003333333,E. coli,carbapenems
MS13,Member State 13,2020,KLEPNE,CAR,0.014939887,32,5991,0.005341345,K. pneumoniae,carbapenems
MS13,Member State 13,2020,ESCCOL,CAR,0.011956351,8,28458,0.000281116,E. coli,carbapenems
MS9,Member State 9,2020,KLEPNE,CAR,0.047233435,14,1413,0.009907997,K. pneumoniae,carbapenems
MS9,Member State 9,2020,ESCCOL,CAR,0.044072893,12,5840,0.002054795,E. coli,carbapenems
MS10,Member State 10,2020,KLEPNE,CAR,0.058867039,0,173,0,K. pneumoniae,carbapenems
MS10,Member State 10,2020,ESCCOL,CAR,0.083361146,0,861,0,E. coli,carbapenems
MS26,Member State 26,2020,KLEPNE,CAR,0.154765955,510,726,0.702479339,K. pneumoniae,carbapenems
MS26,Member State 26,2020,ESCCOL,CAR,0.187334041,1,566,0.001766784,E. coli,carbapenems
MS20,Member State 20,2020,KLEPNE,CAR,0.075592965,173,2228,0.077648115,K. pneumoniae,carbapenems
MS20,Member State 20,2020,ESCCOL,CAR,0.136289679,54,7848,0.006880734,E. coli,carbapenems
MS17,Member State 17,2020,KLEPNE,CAR,0.073258633,0,901,0,K. pneumoniae,carbapenems
MS17,Member State 17,2020,ESCCOL,CAR,0.058461035,1,5375,0.000186047,E. coli,carbapenems
MS12,Member State 12,2020,KLEPNE,CAR,0.031310141,35,4796,0.007297748,K. pneumoniae,carbapenems
MS12,Member State 12,2020,ESCCOL,CAR,0.036571956,17,17838,0.000953022,E. coli,carbapenems
MS7,Member State 7,2020,KLEPNE,CAR,0.066226013,66,267,0.247191011,K. pneumoniae,carbapenems
MS7,Member State 7,2020,ESCCOL,CAR,0.067203188,1,820,0.001219512,E. coli,carbapenems
MS21,Member State 21,2020,KLEPNE,CAR,0.059532588,14,721,0.019417476,K. pneumoniae,carbapenems
MS21,Member State 21,2020,ESCCOL,CAR,0.092829414,0,1917,0,E. coli,carbapenems
MS5,Member State 5,2020,KLEPNE,CAR,0.042574839,5,477,0.01048218,K. pneumoniae,carbapenems
MS5,Member State 5,2020,ESCCOL,CAR,0.054034466,0,2820,0,E. coli,carbapenems
MS28,Member State 28,2020,KLEPNE,CAR,0.030643931,0,32,0,K. pneumoniae,carbapenems
MS28,Member State 28,2020,ESCCOL,CAR,0.028807289,0,245,0,E. coli,carbapenems
MS16,Member State 16,2020,KLEPNE,CAR,0.061131997,2664,8293,0.321234776,K. pneumoniae,carbapenems
MS16,Member State 16,2020,ESCCOL,CAR,0.057060828,126,18001,0.006999611,E. coli,carbapenems
MS15,Member State 15,2020,KLEPNE,CAR,0.063659735,11,413,0.026634383,K. pneumoniae,carbapenems
MS15,Member State 15,2020,ESCCOL,CAR,0.03575915,0,1142,0,E. coli,carbapenems
MS24,Member State 24,2020,KLEPNE,CAR,0.048841122,1,87,0.011494253,K. pneumoniae,carbapenems
MS24,Member State 24,2020,ESCCOL,CAR,0.047492892,0,428,0,E. coli,carbapenems
MS11,Member State 11,2020,KLEPNE,CAR,0.04878996,7,189,0.037037037,K. pneumoniae,carbapenems
MS11,Member State 11,2020,ESCCOL,CAR,0.043925098,0,378,0,E. coli,carbapenems
MS8,Member State 8,2020,KLEPNE,CAR,0.103673922,18,132,0.136363636,K. pneumoniae,carbapenems
MS8,Member State 8,2020,ESCCOL,CAR,0.065703666,0,277,0,E. coli,carbapenems
MS1,Member State 1,2020,KLEPNE,CAR,0.017040027,0,1396,0,K. pneumoniae,carbapenems
MS1,Member State 1,2020,ESCCOL,CAR,0.009241314,4,7487,0.000534259,E. coli,carbapenems
MS19,Member State 19,2020,KLEPNE,CAR,0.033059688,0,687,0,K. pneumoniae,carbapenems
MS19,Member State 19,2020,ESCCOL,CAR,0.027699927,2,3646,0.000548546,E. coli,carbapenems
MS29,Member State 29,2020,KLEPNE,CAR,0.03669487,100,1074,0.09310987,K. pneumoniae,carbapenems
MS29,Member State 29,2020,ESCCOL,CAR,0.021917449,8,2080,0.003846154,E. coli,carbapenems
MS18,Member State 18,2020,KLEPNE,CAR,0.079784848,335,2780,0.120503597,K. pneumoniae,carbapenems
MS18,Member State 18,2020,ESCCOL,CAR,0.069669203,13,5833,0.002228699,E. coli,carbapenems
MS25,Member State 25,2020,KLEPNE,CAR,0.113256645,263,474,0.554852321,K. pneumoniae,carbapenems
MS25,Member State 25,2020,ESCCOL,CAR,0.063282555,4,454,0.008810573,E. coli,carbapenems
MS3,Member State 3,2020,KLEPNE,CAR,0.029281957,2,1843,0.001085187,K. pneumoniae,carbapenems
MS3,Member State 3,2020,ESCCOL,CAR,0.039077996,3,9846,0.000304692,E. coli,carbapenems
MS30,Member State 30,2020,KLEPNE,CAR,0.05343081,0,291,0,K. pneumoniae,carbapenems
MS30,Member State 30,2020,ESCCOL,CAR,0.047439655,0,1617,0,E. coli,carbapenems
MS6,Member State 6,2020,KLEPNE,CAR,0.044137978,45,392,0.114795918,K. pneumoniae,carbapenems
MS6,Member State 6,2020,ESCCOL,CAR,0.043421907,3,705,0.004255319,E. coli,carbapenems
MS23,Member State 23,2021,KLEPNE,CAR,0.101646419,12,1229,0.009764036,K. pneumoniae,carbapenems
MS23,Member State 23,2021,ESCCOL,CAR,0.098534863,3,5206,0.000576258,E. coli,carbapenems
MS14,Member State 14,2021,KLEPNE,CAR,0.039121124,12,926,0.012958963,K. pneumoniae,carbapenems
MS14,Member State 14,2021,ESCCOL,CAR,0.049437231,7,4722,0.001482423,E. coli,carbapenems
MS22,Member State 22,2021,KLEPNE,CAR,0.176905196,110,242,0.454545455,K. pneumoniae,carbapenems
MS22,Member State 22,2021,ESCCOL,CAR,0.14842903,3,263,0.011406844,E. coli,carbapenems
MS4,Member State 4,2021,KLEPNE,CAR,0.18951932,43,141,0.304964539,K. pneumoniae,carbapenems
MS4,Member State 4,2021,ESCCOL,CAR,0.146233754,0,192,0,E. coli,carbapenems
MS27,Member State 27,2021,KLEPNE,CAR,0.11799849,28,1348,0.020771513,K. pneumoniae,carbapenems
MS27,Member State 27,2021,ESCCOL,CAR,0.13236039,4,1342,0.002980626,E. coli,carbapenems
MS13,Member State 13,2021,KLEPNE,CAR,0.01909377,59,6538,0.009024166,K. pneumoniae,carbapenems
MS13,Member State 13,2021,ESCCOL,CAR,0.01907179,12,29015,0.000413579,E. coli,carbapenems
MS9,Member State 9,2021,KLEPNE,CAR,0.066230254,4,1324,0.003021148,K. pneumoniae,carbapenems
MS9,Member State 9,2021,ESCCOL,CAR,0.053159511,4,5845,0.000684346,E. coli,carbapenems
MS10,Member State 10,2021,KLEPNE,CAR,0.129525311,3,218,0.013761468,K. pneumoniae,carbapenems
MS10,Member State 10,2021,ESCCOL,CAR,0.079928917,0,826,0,E. coli,carbapenems
MS26,Member State 26,2021,KLEPNE,CAR,0.155104334,1046,1418,0.737658674,K. pneumoniae,carbapenems
MS26,Member State 26,2021,ESCCOL,CAR,0.270365709,10,728,0.013736264,E. coli,carbapenems
MS20,Member State 20,2021,KLEPNE,CAR,0.106990433,143,1791,0.079843663,K. pneumoniae,carbapenems
MS20,Member State 20,2021,ESCCOL,CAR,0.09390274,25,6121,0.0040843,E. coli,carbapenems
MS17,Member State 17,2021,KLEPNE,CAR,0.032099619,2,971,0.002059732,K. pneumoniae,carbapenems
MS17,Member State 17,2021,ESCCOL,CAR,0.050000212,1,5801,0.000172384,E. coli,carbapenems
MS12,Member State 12,2021,KLEPNE,CAR,0.042279934,31,4727,0.006558071,K. pneumoniae,carbapenems
MS12,Member State 12,2021,ESCCOL,CAR,0.039550224,8,17546,0.000455944,E. coli,carbapenems
MS7,Member State 7,2021,KLEPNE,CAR,0.161720591,153,353,0.433427762,K. pneumoniae,carbapenems
MS7,Member State 7,2021,ESCCOL,CAR,0.093870875,2,686,0.002915452,E. coli,carbapenems
MS21,Member State 21,2021,KLEPNE,CAR,0.070827151,22,1092,0.02014652,K. pneumoniae,carbapenems
MS21,Member State 21,2021,ESCCOL,CAR,0.064425877,22,2391,0.009201171,E. coli,carbapenems
MS5,Member State 5,2021,KLEPNE,CAR,0.054825352,6,497,0.012072435,K. pneumoniae,carbapenems
MS5,Member State 5,2021,ESCCOL,CAR,0.054004236,1,2891,0.000345901,E. coli,carbapenems
MS28,Member State 28,2021,KLEPNE,CAR,0.037195469,0,29,0,K. pneumoniae,carbapenems
MS28,Member State 28,2021,ESCCOL,CAR,0.027916243,0,276,0,E. coli,carbapenems
MS16,Member State 16,2021,KLEPNE,CAR,0.059603883,2487,8760,0.28390411,K. pneumoniae,carbapenems
MS16,Member State 16,2021,ESCCOL,CAR,0.08028446,127,19905,0.006380306,E. coli,carbapenems
MS15,Member State 15,2021,KLEPNE,CAR,0.040821086,12,511,0.023483366,K. pneumoniae,carbapenems
MS15,Member State 15,2021,ESCCOL,CAR,0.054904052,6,1149,0.005221932,E. coli,carbapenems
MS24,Member State 24,2021,KLEPNE,CAR,0.05730857,0,101,0,K. pneumoniae,carbapenems
MS24,Member State 24,2021,ESCCOL,CAR,0.04112874,0,354,0,E. coli,carbapenems
MS11,Member State 11,2021,KLEPNE,CAR,0.034299079,6,253,0.023715415,K. pneumoniae,carbapenems
MS11,Member State 11,2021,ESCCOL,CAR,0.034398958,0,393,0,E. coli,carbapenems
MS8,Member State 8,2021,KLEPNE,CAR,0.073419744,15,135,0.111111111,K. pneumoniae,carbapenems
MS8,Member State 8,2021,ESCCOL,CAR,0.093092543,0,299,0,E. coli,carbapenems
MS1,Member State 1,2021,KLEPNE,CAR,0.022929295,7,1270,0.005511811,K. pneumoniae,carbapenems
MS1,Member State 1,2021,ESCCOL,CAR,0.016981816,0,6569,0,E. coli,carbapenems
MS19,Member State 19,2021,KLEPNE,CAR,0.021490527,3,783,0.003831418,K. pneumoniae,carbapenems
MS19,Member State 19,2021,ESCCOL,CAR,0.022642775,0,3820,0,E. coli,carbapenems
MS29,Member State 29,2021,KLEPNE,CAR,0.034418023,294,1429,0.205738279,K. pneumoniae,carbapenems
MS29,Member State 29,2021,ESCCOL,CAR,0.03713695,6,2290,0.002620087,E. coli,carbapenems
MS18,Member State 18,2021,KLEPNE,CAR,0.077549529,299,2520,0.118650794,K. pneumoniae,carbapenems
MS18,Member State 18,2021,ESCCOL,CAR,0.12013974,12,5466,0.00219539,E. coli,carbapenems
MS25,Member State 25,2021,KLEPNE,CAR,0.129579265,302,538,0.56133829,K. pneumoniae,carbapenems
MS25,Member State 25,2021,ESCCOL,CAR,0.079367687,2,498,0.004016064,E. coli,carbapenems
MS3,Member State 3,2021,KLEPNE,CAR,0.050388565,3,1997,0.001502253,K. pneumoniae,carbapenems
MS3,Member State 3,2021,ESCCOL,CAR,0.055381651,6,10626,0.000564653,E. coli,carbapenems
MS30,Member State 30,2021,KLEPNE,CAR,0.059144609,5,351,0.014245014,K. pneumoniae,carbapenems
MS30,Member State 30,2021,ESCCOL,CAR,0.082310314,0,1681,0,E. coli,carbapenems
MS6,Member State 6,2021,KLEPNE,CAR,0.063002696,72,515,0.139805825,K. pneumoniae,carbapenems
MS6,Member State 6,2021,ESCCOL,CAR,0.067070117,1,625,0.0016,E. coli,carbapenems
MS14,Member State 14,2013,ESCCOL,CEPH,0.100741652,396,4051,0.097753641,E. coli,third- and fourth-generation cephalosporins 
MS14,Member State 14,2013,SLMSPP,CEPH,0.145279689,20,887,0.022547914,Salmonella spp.,third- and fourth-generation cephalosporins 
MS22,Member State 22,2013,ESCCOL,CEPH,1.161628384,81,187,0.43315508,E. coli,third- and fourth-generation cephalosporins 
MS4,Member State 4,2013,ESCCOL,CEPH,0.706220342,56,162,0.345679012,E. coli,third- and fourth-generation cephalosporins 
MS13,Member State 13,2013,ESCCOL,CEPH,0.746937936,563,5335,0.105529522,E. coli,third- and fourth-generation cephalosporins 
MS13,Member State 13,2013,SLMSPP,CEPH,0.662458359,23,2017,0.011403074,Salmonella spp.,third- and fourth-generation cephalosporins 
MS9,Member State 9,2013,ESCCOL,CEPH,0.026114479,218,2451,0.088943288,E. coli,third- and fourth-generation cephalosporins 
MS9,Member State 9,2013,SLMSPP,CEPH,0.032028545,1,171,0.005847953,Salmonella spp.,third- and fourth-generation cephalosporins 
MS10,Member State 10,2013,ESCCOL,CEPH,0.066520367,26,340,0.076470588,E. coli,third- and fourth-generation cephalosporins 
MS10,Member State 10,2013,SLMSPP,CEPH,0.063524825,1,150,0.006666667,Salmonella spp.,third- and fourth-generation cephalosporins 
MS26,Member State 26,2013,ESCCOL,CEPH,0.186399767,239,1255,0.190438247,E. coli,third- and fourth-generation cephalosporins 
MS17,Member State 17,2013,ESCCOL,CEPH,0.071967693,283,3720,0.076075269,E. coli,third- and fourth-generation cephalosporins 
MS17,Member State 17,2013,SLMSPP,CEPH,0.134182013,4,336,0.011904762,Salmonella spp.,third- and fourth-generation cephalosporins 
MS12,Member State 12,2013,ESCCOL,CEPH,1.542831487,1081,10154,0.106460508,E. coli,third- and fourth-generation cephalosporins 
MS12,Member State 12,2013,SLMSPP,CEPH,1.632726172,15,524,0.028625954,Salmonella spp.,third- and fourth-generation cephalosporins 
MS7,Member State 7,2013,ESCCOL,CEPH,0.606570997,102,1040,0.098076923,E. coli,third- and fourth-generation cephalosporins 
MS21,Member State 21,2013,ESCCOL,CEPH,0.432115771,262,1437,0.182324287,E. coli,third- and fourth-generation cephalosporins 
MS21,Member State 21,2013,SLMSPP,CEPH,0.325212229,1,675,0.001481481,Salmonella spp.,third- and fourth-generation cephalosporins 
MS5,Member State 5,2013,ESCCOL,CEPH,0.13236085,325,2480,0.131048387,E. coli,third- and fourth-generation cephalosporins 
MS5,Member State 5,2013,SLMSPP,CEPH,0.13443503,7,207,0.033816425,Salmonella spp.,third- and fourth-generation cephalosporins 
MS28,Member State 28,2013,ESCCOL,CEPH,0.079916458,3,121,0.024793388,E. coli,third- and fourth-generation cephalosporins 
MS16,Member State 16,2013,ESCCOL,CEPH,2.061869114,1075,3990,0.269423559,E. coli,third- and fourth-generation cephalosporins 
MS16,Member State 16,2013,SLMSPP,CEPH,1.95375318,6,672,0.008928571,Salmonella spp.,third- and fourth-generation cephalosporins 
MS15,Member State 15,2013,ESCCOL,CEPH,0.25118535,29,434,0.066820276,E. coli,third- and fourth-generation cephalosporins 
MS15,Member State 15,2013,SLMSPP,CEPH,0.157315767,6,1021,0.005876592,Salmonella spp.,third- and fourth-generation cephalosporins 
MS24,Member State 24,2013,ESCCOL,CEPH,0.191156146,31,301,0.102990033,E. coli,third- and fourth-generation cephalosporins 
MS24,Member State 24,2013,SLMSPP,CEPH,0.196906363,1,106,0.009433962,Salmonella spp.,third- and fourth-generation cephalosporins 
MS11,Member State 11,2013,ESCCOL,CEPH,0.440687802,19,136,0.139705882,E. coli,third- and fourth-generation cephalosporins 
MS11,Member State 11,2013,SLMSPP,CEPH,0.75978614,0,2,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2013,ESCCOL,CEPH,0.450374795,21,242,0.08677686,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2013,ESCCOL,CEPH,0.054869809,459,6665,0.068867217,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2013,SLMSPP,CEPH,0.073444919,3,742,0.004043127,Salmonella spp.,third- and fourth-generation cephalosporins 
MS19,Member State 19,2013,ESCCOL,CEPH,0.174987723,161,3077,0.052323692,E. coli,third- and fourth-generation cephalosporins 
MS18,Member State 18,2013,ESCCOL,CEPH,0.267210654,449,2678,0.167662435,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2013,ESCCOL,CEPH,1.395004831,69,298,0.231543624,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2013,SLMSPP,CEPH,1.043738326,2,222,0.009009009,Salmonella spp.,third- and fourth-generation cephalosporins 
MS3,Member State 3,2013,ESCCOL,CEPH,0.131695594,409,7532,0.054301646,E. coli,third- and fourth-generation cephalosporins 
MS30,Member State 30,2013,ESCCOL,CEPH,0.191666419,126,1224,0.102941176,E. coli,third- and fourth-generation cephalosporins 
MS30,Member State 30,2013,SLMSPP,CEPH,0.119571457,0,312,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS6,Member State 6,2013,ESCCOL,CEPH,1.303680493,254,807,0.314745973,E. coli,third- and fourth-generation cephalosporins 
MS6,Member State 6,2013,SLMSPP,CEPH,0.847129542,13,286,0.045454545,Salmonella spp.,third- and fourth-generation cephalosporins 
MS14,Member State 14,2014,ESCCOL,CEPH,0.086057749,267,2802,0.095289079,E. coli,third- and fourth-generation cephalosporins 
MS14,Member State 14,2014,SLMSPP,CEPH,0.092697092,8,871,0.009184845,Salmonella spp.,third- and fourth-generation cephalosporins 
