"ReportingCountry","country_name","Year","Pathogen","Class","Animal","NS_a","Tested_a","PR_a","NS","Tested","PR_h","pathogen_name","class_name"
"MS9","Member State 9",2020,"SLMSPP","TET","SIMR",53,125,0.424,52,252,0.206349206349206,"Salmonella spp.","tetracyclines"
"MS9","Member State 9",2019,"ESCCOL","QALL","calves",0,172,0,730,5605,0.130240856378234,"E. coli","fluoroquinolones and other quinolones"
"MS9","Member State 9",2020,"SLMSPP","QALL","SIMR",0,125,0,4,252,0.0158730158730159,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS9","Member State 9",2020,"ESCCOL","QALL","broilers",26,172,0.151162790697674,742,5870,0.126405451448041,"E. coli","fluoroquinolones and other quinolones"
"MS9","Member State 9",2020,"ESCCOL","AMP","broilers",34,172,0.197674418604651,2625,5864,0.447646657571623,"E. coli","aminopenicillins"
"MS9","Member State 9",2019,"ESCCOL","QALL","pigs",5,190,0.0263157894736842,715,5605,0.127564674397859,"E. coli","fluoroquinolones and other quinolones"
"MS9","Member State 9",2021,"SLMSPP","TET","pig carcasses",33,92,0.358695652173913,66,343,0.192419825072886,"Salmonella spp.","tetracyclines"
"MS9","Member State 9",2021,"CAMCOL","MAC","pigs",9,121,0.0743801652892562,2,14,0.142857142857143,"C. coli","macrolides"
"MS9","Member State 9",2019,"ESCCOL","AMP","pigs",57,190,0.3,2566,5593,0.45878777042732,"E. coli","aminopenicillins"
"MS9","Member State 9",2020,"ESCCOL","CEPH","broilers",0,172,0,406,5286,0.0768066590995081,"E. coli","third- and fourth-generation cephalosporins "
"MS9","Member State 9",2019,"SLMSPP","AMP","pig carcasses",54,125,0.432,85,197,0.431472081218274,"Salmonella spp.","aminopenicillins"
"MS9","Member State 9",2019,"SLMSPP","TET","SIMR",68,156,0.435897435897436,77,197,0.390862944162437,"Salmonella spp.","tetracyclines"
"MS9","Member State 9",2019,"SLMSPP","AMP","SIMR",72,156,0.461538461538462,89,197,0.451776649746193,"Salmonella spp.","aminopenicillins"
"MS9","Member State 9",2019,"ESCCOL","AMP","calves",10,172,0.0581395348837209,2564,5593,0.458430180582871,"E. coli","aminopenicillins"
"MS9","Member State 9",2019,"ESCCOL","CEPH","calves",0,172,0,441,5091,0.0866234531526223,"E. coli","third- and fourth-generation cephalosporins "
"MS9","Member State 9",2021,"SLMSPP","AMP","SIMR",40,92,0.434782608695652,66,343,0.192419825072886,"Salmonella spp.","aminopenicillins"
"MS9","Member State 9",2021,"CAMCOL","TET","pigs",31,121,0.256198347107438,5,14,0.357142857142857,"C. coli","tetracyclines"
"MS9","Member State 9",2020,"CAMJEJ","MAC","broilers",0,163,0,0,220,0,"C. jejuni","macrolides"
"MS10","Member State 10",2019,"ESCCOL","CEPH","pigs",2,71,0.028169014084507,104,910,0.114285714285714,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2021,"SLMSPP","QALL","SIMR",0,11,0,34,130,0.261538461538462,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"SLMSPP","CEPH","pig carcasses",0,11,0,0,130,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2021,"ESCCOL","QALL","pigs",6,143,0.041958041958042,140,922,0.151843817787419,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"SLMSPP","CEPH","SIMR",0,11,0,0,130,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2020,"CAMJEJ","TET","broilers",0,10,0,115,249,0.461847389558233,"C. jejuni","tetracyclines"
"MS10","Member State 10",2021,"ESCCOL","AMP","pigs",47,143,0.328671328671329,134,338,0.396449704142012,"E. coli","aminopenicillins"
"MS10","Member State 10",2021,"CAMCOL","QALL","pigs",42,140,0.3,27,27,1,"C. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"SLMSPP","TET","SIMR",7,11,0.636363636363636,60,130,0.461538461538462,"Salmonella spp.","tetracyclines"
"MS10","Member State 10",2021,"SLMSPP","AMP","SIMR",8,11,0.727272727272727,41,130,0.315384615384615,"Salmonella spp.","aminopenicillins"
"MS10","Member State 10",2020,"ESCCOL","AMP","broilers",31,82,0.378048780487805,185,422,0.438388625592417,"E. coli","aminopenicillins"
"MS10","Member State 10",2019,"ESCCOL","QALL","pigs",7,71,0.0985915492957746,179,897,0.199554069119286,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2020,"CAMJEJ","QALL","broilers",8,10,0.8,195,249,0.783132530120482,"C. jejuni","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"CAMCOL","MAC","pigs",12,140,0.0857142857142857,9,27,0.333333333333333,"C. coli","macrolides"
"MS10","Member State 10",2019,"CAMCOL","TET","pigs",28,66,0.424242424242424,36,45,0.8,"C. coli","tetracyclines"
"MS10","Member State 10",2020,"ESCCOL","QALL","broilers",40,82,0.48780487804878,181,959,0.18873826903024,"E. coli","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"ESCCOL","CEPH","pigs",3,143,0.020979020979021,94,929,0.101184068891281,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2019,"ESCCOL","AMP","pigs",14,71,0.197183098591549,193,499,0.386773547094188,"E. coli","aminopenicillins"
"MS10","Member State 10",2021,"SLMSPP","QALL","pig carcasses",0,11,0,37,130,0.284615384615385,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS10","Member State 10",2021,"SLMSPP","TET","pig carcasses",6,11,0.545454545454545,57,130,0.438461538461538,"Salmonella spp.","tetracyclines"
"MS10","Member State 10",2020,"ESCCOL","CEPH","broilers",0,82,0,78,979,0.0796731358529111,"E. coli","third- and fourth-generation cephalosporins "
"MS10","Member State 10",2021,"SLMSPP","AMP","pig carcasses",8,11,0.727272727272727,35,130,0.269230769230769,"Salmonella spp.","aminopenicillins"
"MS10","Member State 10",2021,"CAMCOL","TET","pigs",120,140,0.857142857142857,23,27,0.851851851851852,"C. coli","tetracyclines"
"MS10","Member State 10",2020,"CAMJEJ","MAC","broilers",0,10,0,0,249,0,"C. jejuni","macrolides"
"MS10","Member State 10",2019,"CAMCOL","QALL","pigs",34,66,0.515151515151515,40,45,0.888888888888889,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"ESCCOL","AMP","pigs",15,170,0.0882352941176471,1004,3177,0.316021403840101,"E. coli","aminopenicillins"
"MS17","Member State 17",2019,"ESCCOL","CEPH","pigs",3,174,0.0172413793103448,477,5413,0.0881211897284316,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2020,"SLMSPP","AMP","broilers",0,1,0,28,100,0.28,"Salmonella spp.","aminopenicillins"
"MS17","Member State 17",2021,"ESCCOL","QALL","pigs",0,170,0,645,5802,0.111168562564633,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"SLMSPP","QALL","broilers",0,1,0,6,100,0.06,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS17","Member State 17",2019,"ESCCOL","QALL","pigs",1,174,0.00574712643678161,719,5410,0.132902033271719,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"CAMJEJ","TET","broilers",2,87,0.0229885057471264,255,816,0.3125,"C. jejuni","tetracyclines"
"MS17","Member State 17",2021,"CAMCOL","MAC","pigs",2,170,0.0117647058823529,6,33,0.181818181818182,"C. coli","macrolides"
"MS17","Member State 17",2020,"SLMSPP","CEPH","broilers",0,1,0,0,100,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2021,"CAMCOL","QALL","pigs",54,170,0.317647058823529,30,35,0.857142857142857,"C. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"SLMSPP","TET","broilers",0,1,0,29,100,0.29,"Salmonella spp.","tetracyclines"
"MS17","Member State 17",2020,"ESCCOL","AMP","broilers",6,170,0.0352941176470588,1033,2928,0.352800546448087,"E. coli","aminopenicillins"
"MS17","Member State 17",2020,"ESCCOL","CEPH","broilers",0,170,0,411,5367,0.0765790944661822,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2020,"CAMJEJ","QALL","broilers",3,87,0.0344827586206897,546,1339,0.407766990291262,"C. jejuni","fluoroquinolones and other quinolones"
"MS17","Member State 17",2020,"ESCCOL","QALL","broilers",6,170,0.0352941176470588,669,5354,0.124953305939484,"E. coli","fluoroquinolones and other quinolones"
"MS17","Member State 17",2021,"CAMCOL","TET","pigs",0,170,0,6,19,0.315789473684211,"C. coli","tetracyclines"
"MS17","Member State 17",2021,"ESCCOL","CEPH","pigs",0,170,0,402,5799,0.0693222969477496,"E. coli","third- and fourth-generation cephalosporins "
"MS17","Member State 17",2019,"ESCCOL","AMP","pigs",19,174,0.109195402298851,1059,3000,0.353,"E. coli","aminopenicillins"
"MS17","Member State 17",2020,"CAMJEJ","MAC","broilers",0,87,0,18,1353,0.0133037694013304,"C. jejuni","macrolides"
"MS12","Member State 12",2021,"ESCCOL","QALL","calves",9,181,0.0497237569060773,2871,18446,0.155643499945788,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2019,"SLMSPP","CEPH","pig carcasses",0,204,0,21,842,0.0249406175771971,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2021,"CAMCOL","QALL","pigs",91,203,0.448275862068966,609,998,0.610220440881764,"C. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"CAMJEJ","TET","broilers",107,171,0.625730994152047,3010,6524,0.46137339055794,"C. jejuni","tetracyclines"
"MS12","Member State 12",2021,"ESCCOL","CEPH","pigs",2,232,0.00862068965517241,1620,18735,0.0864691753402722,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2020,"CAMJEJ","QALL","broilers",117,171,0.684210526315789,3956,6530,0.605819295558959,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2019,"ESCCOL","CEPH","pigs",0,188,0,1271,13019,0.0976265458176511,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2020,"SLMSPP","TET","broilers",25,167,0.149700598802395,191,713,0.267882187938289,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2019,"ESCCOL","QALL","calves",13,153,0.0849673202614379,2421,13431,0.180254634800089,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"CAMJEJ","TET","turkeys",99,163,0.607361963190184,3000,6524,0.459840588595953,"C. jejuni","tetracyclines"
"MS12","Member State 12",2021,"SLMSPP","CEPH","pig carcasses",0,95,0,7,833,0.00840336134453781,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2021,"ESCCOL","AMP","calves",84,181,0.464088397790055,9237,17706,0.521687563537784,"E. coli","aminopenicillins"
"MS12","Member State 12",2021,"ESCCOL","CEPH","calves",2,181,0.0110497237569061,1578,18735,0.0842273819055244,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2020,"SLMSPP","TET","SIMR",198,465,0.425806451612903,219,713,0.307152875175316,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2020,"CAMJEJ","QALL","turkeys",104,163,0.638036809815951,3924,6530,0.600918836140888,"C. jejuni","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"ESCCOL","QALL","broilers",69,222,0.310810810810811,3264,18569,0.175776832355,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"SLMSPP","AMP","broilers",20,167,0.119760479041916,190,713,0.266479663394109,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2019,"SLMSPP","TET","SIMR",229,522,0.438697318007663,210,842,0.249406175771971,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2021,"ESCCOL","AMP","pigs",53,232,0.228448275862069,9285,17706,0.524398508980007,"E. coli","aminopenicillins"
"MS12","Member State 12",2021,"ESCCOL","QALL","pigs",6,232,0.0258620689655172,2769,18446,0.150113845820232,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2021,"SLMSPP","CEPH","SIMR",0,356,0,6,833,0.00720288115246098,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2020,"SLMSPP","QALL","broilers",4,167,0.0239520958083832,81,713,0.113604488078541,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"CAMJEJ","MAC","turkeys",0,163,0,18,6530,0.00275650842266462,"C. jejuni","macrolides"
"MS12","Member State 12",2020,"SLMSPP","AMP","SIMR",141,465,0.303225806451613,149,713,0.208976157082749,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2021,"SLMSPP","AMP","SIMR",82,356,0.230337078651685,177,833,0.212484993997599,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2019,"SLMSPP","AMP","pig carcasses",92,204,0.450980392156863,169,842,0.200712589073634,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2020,"SLMSPP","QALL","SIMR",5,465,0.010752688172043,74,713,0.103786816269285,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2021,"SLMSPP","QALL","SIMR",2,356,0.00561797752808989,112,833,0.134453781512605,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2019,"SLMSPP","TET","pig carcasses",115,204,0.563725490196078,221,842,0.262470308788599,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2019,"SLMSPP","QALL","pig carcasses",1,204,0.00490196078431373,136,842,0.161520190023753,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"SLMSPP","CEPH","SIMR",0,465,0,4,713,0.00561009817671809,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2019,"ESCCOL","QALL","pigs",7,188,0.0372340425531915,2412,13431,0.179584543220907,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"ESCCOL","CEPH","broilers",0,222,0,1967,18857,0.104311396298457,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2020,"SLMSPP","AMP","turkeys",15,94,0.159574468085106,146,713,0.20476858345021,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2019,"ESCCOL","AMP","pigs",44,188,0.234042553191489,7347,13415,0.54767051807678,"E. coli","aminopenicillins"
"MS12","Member State 12",2020,"ESCCOL","AMP","turkeys",94,171,0.549707602339181,9606,17674,0.543510241032024,"E. coli","aminopenicillins"
"MS12","Member State 12",2020,"SLMSPP","TET","turkeys",19,94,0.202127659574468,199,713,0.279102384291725,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2019,"SLMSPP","QALL","SIMR",9,522,0.0172413793103448,140,842,0.166270783847981,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"SLMSPP","QALL","turkeys",5,94,0.0531914893617021,76,713,0.106591865357644,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"ESCCOL","AMP","broilers",92,222,0.414414414414414,9506,17674,0.537852212289238,"E. coli","aminopenicillins"
"MS12","Member State 12",2020,"ESCCOL","CEPH","turkeys",2,171,0.0116959064327485,1888,18857,0.10012197062099,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2019,"ESCCOL","CEPH","calves",0,153,0,1325,13019,0.101774329825639,"E. coli","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2021,"SLMSPP","TET","pig carcasses",45,95,0.473684210526316,214,833,0.256902761104442,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2020,"ESCCOL","QALL","turkeys",24,171,0.140350877192982,3325,18569,0.179061877322419,"E. coli","fluoroquinolones and other quinolones"
"MS12","Member State 12",2020,"CAMJEJ","MAC","broilers",0,171,0,33,6530,0.00505359877488515,"C. jejuni","macrolides"
"MS12","Member State 12",2020,"SLMSPP","CEPH","turkeys",0,94,0,5,713,0.00701262272089762,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2021,"SLMSPP","QALL","pig carcasses",0,95,0,124,833,0.148859543817527,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS12","Member State 12",2021,"CAMCOL","MAC","pigs",33,203,0.16256157635468,79,997,0.0792377131394183,"C. coli","macrolides"
"MS12","Member State 12",2021,"SLMSPP","TET","SIMR",121,356,0.339887640449438,196,833,0.235294117647059,"Salmonella spp.","tetracyclines"
"MS12","Member State 12",2019,"ESCCOL","AMP","calves",64,153,0.418300653594771,7331,13415,0.546477823332091,"E. coli","aminopenicillins"
"MS12","Member State 12",2020,"SLMSPP","CEPH","broilers",0,167,0,7,713,0.00981767180925666,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS12","Member State 12",2021,"CAMCOL","TET","pigs",173,203,0.852216748768473,778,995,0.781909547738693,"C. coli","tetracyclines"
"MS12","Member State 12",2019,"SLMSPP","AMP","SIMR",179,522,0.342911877394636,186,842,0.220902612826603,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2021,"SLMSPP","AMP","pig carcasses",37,95,0.389473684210526,161,833,0.19327731092437,"Salmonella spp.","aminopenicillins"
"MS12","Member State 12",2019,"SLMSPP","CEPH","SIMR",0,522,0,16,842,0.0190023752969121,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2019,"SLMSPP","TET","SIMR",14,43,0.325581395348837,1001,4669,0.214392803598201,"Salmonella spp.","tetracyclines"
"MS13","Member State 13",2020,"SLMSPP","CEPH","SIMR",0,32,0,0,33,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"ESCCOL","AMP","pigs",52,190,0.273684210526316,13599,28500,0.477157894736842,"E. coli","aminopenicillins"
"MS13","Member State 13",2020,"ESCCOL","AMP","turkeys",119,213,0.55868544600939,17191,28227,0.609026818294541,"E. coli","aminopenicillins"
"MS13","Member State 13",2020,"SLMSPP","QALL","SIMR",6,32,0.1875,2,33,0.0606060606060606,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"SLMSPP","CEPH","pig carcasses",0,15,0,155,4682,0.033105510465613,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"SLMSPP","CEPH","pig carcasses",0,30,0,35,2981,0.0117410265011741,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2019,"ESCCOL","QALL","calves",23,217,0.105990783410138,4669,23374,0.199751861042184,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"SLMSPP","AMP","SIMR",22,43,0.511627906976744,1255,4681,0.268105105746635,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2021,"ESCCOL","QALL","calves",29,203,0.142857142857143,4773,28997,0.164603234817395,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"SLMSPP","CEPH","SIMR",0,43,0,152,4682,0.0324647586501495,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2019,"SLMSPP","TET","pig carcasses",3,15,0.2,1055,4669,0.225958449346755,"Salmonella spp.","tetracyclines"
"MS13","Member State 13",2021,"ESCCOL","CEPH","pigs",0,190,0,2768,29021,0.0953792081596086,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2020,"SLMSPP","AMP","SIMR",14,32,0.4375,0,23,0,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2019,"ESCCOL","CEPH","pigs",6,246,0.024390243902439,2832,23413,0.120958441891257,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"ESCCOL","AMP","calves",84,203,0.413793103448276,13724,28500,0.481543859649123,"E. coli","aminopenicillins"
"MS13","Member State 13",2020,"SLMSPP","QALL","broilers",8,17,0.470588235294118,1,33,0.0303030303030303,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"SLMSPP","QALL","SIMR",4,43,0.0930232558139535,572,4682,0.122170012815036,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2021,"CAMCOL","MAC","pigs",41,258,0.158914728682171,15,233,0.0643776824034335,"C. coli","macrolides"
"MS13","Member State 13",2021,"CAMCOL","QALL","pigs",148,258,0.573643410852713,179,234,0.764957264957265,"C. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2020,"ESCCOL","QALL","broilers",127,214,0.593457943925234,5347,28446,0.187970189130282,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2021,"SLMSPP","TET","SIMR",25,47,0.531914893617021,812,2985,0.272026800670017,"Salmonella spp.","tetracyclines"
"MS13","Member State 13",2021,"ESCCOL","CEPH","calves",3,203,0.0147783251231527,2793,29021,0.0962406533200097,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2020,"SLMSPP","AMP","turkeys",0,4,0,0,23,0,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2021,"SLMSPP","AMP","SIMR",23,47,0.48936170212766,780,2985,0.261306532663317,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2020,"ESCCOL","CEPH","turkeys",3,213,0.0140845070422535,3164,28461,0.111169670777555,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"SLMSPP","QALL","pig carcasses",2,30,0.0666666666666667,430,2986,0.144005358338915,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"ESCCOL","AMP","pigs",75,246,0.304878048780488,16650,23324,0.713856971359973,"E. coli","aminopenicillins"
"MS13","Member State 13",2021,"CAMCOL","TET","pigs",185,258,0.717054263565892,177,234,0.756410256410256,"C. coli","tetracyclines"
"MS13","Member State 13",2020,"ESCCOL","AMP","broilers",133,214,0.621495327102804,17103,28227,0.605909235838027,"E. coli","aminopenicillins"
"MS13","Member State 13",2020,"SLMSPP","QALL","turkeys",2,4,0.5,3,33,0.0909090909090909,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2020,"SLMSPP","AMP","broilers",2,17,0.117647058823529,0,23,0,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2019,"ESCCOL","AMP","calves",76,217,0.350230414746544,16607,23324,0.712013376779283,"E. coli","aminopenicillins"
"MS13","Member State 13",2021,"ESCCOL","QALL","pigs",2,190,0.0105263157894737,4784,28997,0.164982584405283,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2020,"SLMSPP","CEPH","broilers",0,17,0,0,33,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"SLMSPP","QALL","SIMR",4,47,0.0851063829787234,454,2986,0.15204286671132,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"ESCCOL","QALL","pigs",18,246,0.0731707317073171,4689,23374,0.200607512620861,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2019,"SLMSPP","AMP","pig carcasses",4,15,0.266666666666667,1250,4681,0.267036957914975,"Salmonella spp.","aminopenicillins"
"MS13","Member State 13",2020,"ESCCOL","QALL","turkeys",64,213,0.300469483568075,5333,28446,0.187478028545314,"E. coli","fluoroquinolones and other quinolones"
"MS13","Member State 13",2020,"ESCCOL","CEPH","broilers",4,214,0.0186915887850467,3132,28461,0.110045325181828,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"SLMSPP","TET","pig carcasses",19,30,0.633333333333333,747,2985,0.250251256281407,"Salmonella spp.","tetracyclines"
"MS13","Member State 13",2019,"SLMSPP","QALL","pig carcasses",0,15,0,579,4682,0.123665100384451,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS13","Member State 13",2021,"SLMSPP","CEPH","SIMR",0,47,0,36,2981,0.0120764844012076,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2020,"SLMSPP","CEPH","turkeys",0,4,0,0,33,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2019,"ESCCOL","CEPH","calves",6,217,0.0276497695852535,2827,23413,0.120744885320121,"E. coli","third- and fourth-generation cephalosporins "
"MS13","Member State 13",2021,"SLMSPP","AMP","pig carcasses",18,30,0.6,786,2985,0.263316582914573,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2019,"SLMSPP","AMP","SIMR",0,24,0,4,50,0.08,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2020,"ESCCOL","AMP","broilers",128,170,0.752941176470588,250,452,0.553097345132743,"E. coli","aminopenicillins"
"MS26","Member State 26",2021,"SLMSPP","CEPH","pig carcasses",0,10,0,1,249,0.00401606425702811,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2020,"SLMSPP","TET","broilers",4,20,0.2,14,166,0.0843373493975904,"Salmonella spp.","tetracyclines"
"MS26","Member State 26",2020,"SLMSPP","AMP","broilers",1,20,0.05,14,166,0.0843373493975904,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2020,"SLMSPP","TET","SIMR",2,20,0.1,13,166,0.0783132530120482,"Salmonella spp.","tetracyclines"
"MS26","Member State 26",2019,"ESCCOL","QALL","pigs",23,146,0.157534246575342,67,203,0.330049261083744,"E. coli","fluoroquinolones and other quinolones"
"MS26","Member State 26",2021,"ESCCOL","CEPH","pigs",0,73,0,144,727,0.198074277854195,"E. coli","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2020,"ESCCOL","QALL","broilers",132,170,0.776470588235294,204,565,0.361061946902655,"E. coli","fluoroquinolones and other quinolones"
"MS26","Member State 26",2020,"SLMSPP","QALL","broilers",13,20,0.65,11,166,0.0662650602409639,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS26","Member State 26",2021,"SLMSPP","AMP","SIMR",7,30,0.233333333333333,10,249,0.0401606425702811,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2020,"SLMSPP","QALL","SIMR",10,20,0.5,2,166,0.0120481927710843,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS26","Member State 26",2020,"SLMSPP","CEPH","broilers",0,20,0,1,150,0.00666666666666667,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2019,"ESCCOL","AMP","pigs",92,146,0.63013698630137,87,154,0.564935064935065,"E. coli","aminopenicillins"
"MS26","Member State 26",2020,"ESCCOL","CEPH","broilers",2,170,0.0117647058823529,115,567,0.202821869488536,"E. coli","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2021,"SLMSPP","AMP","pig carcasses",2,10,0.2,13,249,0.0522088353413655,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2020,"SLMSPP","AMP","SIMR",3,20,0.15,10,166,0.0602409638554217,"Salmonella spp.","aminopenicillins"
"MS26","Member State 26",2021,"ESCCOL","QALL","pigs",11,73,0.150684931506849,259,728,0.355769230769231,"E. coli","fluoroquinolones and other quinolones"
"MS26","Member State 26",2021,"SLMSPP","TET","pig carcasses",2,10,0.2,13,249,0.0522088353413655,"Salmonella spp.","tetracyclines"
"MS26","Member State 26",2019,"SLMSPP","CEPH","SIMR",0,24,0,0,50,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2021,"ESCCOL","AMP","pigs",40,73,0.547945205479452,334,557,0.599640933572711,"E. coli","aminopenicillins"
"MS26","Member State 26",2021,"SLMSPP","QALL","pig carcasses",0,10,0,26,249,0.104417670682731,"Salmonella spp.","fluoroquinolones and other quinolones"
"MS26","Member State 26",2019,"ESCCOL","CEPH","pigs",2,146,0.0136986301369863,43,190,0.226315789473684,"E. coli","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2021,"SLMSPP","CEPH","SIMR",0,30,0,0,249,0,"Salmonella spp.","third- and fourth-generation cephalosporins "
"MS26","Member State 26",2021,"SLMSPP","TET","SIMR",7,30,0.233333333333333,14,249,0.0562248995983936,"Salmonella spp.","tetracyclines"
